f_sample_id	f_gse_id	f_genome	f_geo_id	f_label	f_pmid	f_species	f_tissue_type	f_sequencing_type	f_health_type	f_health_type_description	f_description	f_source	f_source_url	f_counts_layer	f_sample_exist	f_cell_count	f_cell_type_count	f_index	f_sample_name
sample_id_28	GSE195460	hg38	GSM5837801	GSE195460_DN_6	36068241	Human	Kidney	snATAC-seq	Disease	Diabetic kidney disease	Purpose: Single cell sequencing has advanced our understanding of kidney biology. The goals of this study are to compare single nucleus RNA (snRNA-seq) and single nucleus assay for transposase accessible chromatin sequencing (snATAC-seq) from healthy control donors and donors with type 2 diabetic kidney disease to identify altered signaling pathways and chromatin accessibility patterns observed in diabetic kidney disease.Methods: Nuclear dissociation of human kidney cortex samples was performed on samples obtained from patients undergoing tumor nephrectromy or deceased organ donors. snRNA-seq and snATAC-seq libraries were prepared using 10X Genomics kits according to manufacturers instructions. For this study, two healthy control libraries from one donor were prepared with the following chemistries (1 - single cell 3-prime v3, 1 - single cell ATAC v1) and nine DKD libraries from seven donors were prepared with the following chemistries (2 - single cell 5-prime v2 paired-end, 7 - single cell ATAC v1).Raw data for three healthy control and three DKD snRNA-seq libraries sequenced with single nucleus 5-prime R2 only can be found in GSE13188213. Raw data for two healthy control snRNA-seq sequenced with single nucleus 5-prime paired-end and five snATAC-seq single nucleus ATAC v1 libraries can be found in GSE151302. snRNA-seq and snATAC-seq libraries from these earlier studies were recounted with cellranger (v4.0) or cellranger-atac (v2.0) to provide consistency across processed data files.	scATAC-Ref	https://bio.liclab.net/scATAC-Ref/browseDetail?sample=GSE195460_DN_6	data	0	279	16	27	Diabetic kidney disease_4
sample_id_29	GSE195460	hg38	GSM5837802	GSE195460_DN_7	36068241	Human	Kidney	snATAC-seq	Disease	Diabetic kidney disease	Purpose: Single cell sequencing has advanced our understanding of kidney biology. The goals of this study are to compare single nucleus RNA (snRNA-seq) and single nucleus assay for transposase accessible chromatin sequencing (snATAC-seq) from healthy control donors and donors with type 2 diabetic kidney disease to identify altered signaling pathways and chromatin accessibility patterns observed in diabetic kidney disease.Methods: Nuclear dissociation of human kidney cortex samples was performed on samples obtained from patients undergoing tumor nephrectromy or deceased organ donors. snRNA-seq and snATAC-seq libraries were prepared using 10X Genomics kits according to manufacturers instructions. For this study, two healthy control libraries from one donor were prepared with the following chemistries (1 - single cell 3-prime v3, 1 - single cell ATAC v1) and nine DKD libraries from seven donors were prepared with the following chemistries (2 - single cell 5-prime v2 paired-end, 7 - single cell ATAC v1).Raw data for three healthy control and three DKD snRNA-seq libraries sequenced with single nucleus 5-prime R2 only can be found in GSE13188213. Raw data for two healthy control snRNA-seq sequenced with single nucleus 5-prime paired-end and five snATAC-seq single nucleus ATAC v1 libraries can be found in GSE151302. snRNA-seq and snATAC-seq libraries from these earlier studies were recounted with cellranger (v4.0) or cellranger-atac (v2.0) to provide consistency across processed data files.	scATAC-Ref	https://bio.liclab.net/scATAC-Ref/browseDetail?sample=GSE195460_DN_7	data	0	1785	19	28	Diabetic kidney disease_5
sample_id_30	GSE195460	hg38	GSM5837793,GSM5837794,GSM5837795,GSM5837796,GSM5837798,GSM5837800,GSM5837801,GSM5837802	GSE195460_diabetic_kidney	36068241	Human	Kidney	snATAC-seq	Disease	Diabetic kidney disease	Purpose: Single cell sequencing has advanced our understanding of kidney biology. The goals of this study are to compare single nucleus RNA (snRNA-seq) and single nucleus assay for transposase accessible chromatin sequencing (snATAC-seq) from healthy control donors and donors with type 2 diabetic kidney disease to identify altered signaling pathways and chromatin accessibility patterns observed in diabetic kidney disease.Methods: Nuclear dissociation of human kidney cortex samples was performed on samples obtained from patients undergoing tumor nephrectromy or deceased organ donors. snRNA-seq and snATAC-seq libraries were prepared using 10X Genomics kits according to manufacturers instructions. For this study, two healthy control libraries from one donor were prepared with the following chemistries (1 - single cell 3-prime v3, 1 - single cell ATAC v1) and nine DKD libraries from seven donors were prepared with the following chemistries (2 - single cell 5-prime v2 paired-end, 7 - single cell ATAC v1).Raw data for three healthy control and three DKD snRNA-seq libraries sequenced with single nucleus 5-prime R2 only can be found in GSE13188213. Raw data for two healthy control snRNA-seq sequenced with single nucleus 5-prime paired-end and five snATAC-seq single nucleus ATAC v1 libraries can be found in GSE151302. snRNA-seq and snATAC-seq libraries from these earlier studies were recounted with cellranger (v4.0) or cellranger-atac (v2.0) to provide consistency across processed data files.			counts	1	64554	19	29	Diabetic kidney disease_6
sample_id_31	GSE175621	hg38	GSM5342787,GSM5342788,GSM5342789,GSM5342790,GSM5342791,GSM5342792,GSM5342793,GSM5342794,GSM5342795,GSM5342796,GSM5342797,GSM5342798,GSM5342799,GSM5342800,GSM5342801,GSM5342802,GSM5342803,GSM5342804,GSM5342805,GSM5342806,GSM5342807,GSM5342808,GSM5342809,GSM5342810,GSM5342811,GSM5342812,GSM5342813,GSM5342814,GSM5342815,GSM5342816,GSM5342817,GSM5342818,GSM5342819,GSM5342820,GSM5342821,GSM5342822,GSM5342823,GSM5342824,GSM5342825,GSM5342826,GSM5342827,GSM5342828,GSM5342829,GSM5342830	coronary_artery_disease	35590109	Human	Heart	snATAC-seq	Disease	Coronary arteries disease		PlaqView	https://www.plaqview.com/	data	1	27271	10	30	Coronary arteries disease_heart
sample_id_32	GSE147726	hg38	GSM4443845,GSM4443846,GSM4443847	GSE147726	-	Human	Pancreatic	scATAC-seq	Disease	Pancreatic ductal adenocarcinoma,Pancreatic normal tissue	single cell multi-omic readouts of both the cellular transcriptome and proteome have significantly enhanced our ability to comprehensively characterize cellular states. Most approaches in this area rely on oligonucleotide barcode-conjugated antibodies tha	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_349	counts	1	2521	6	31	Pancreatic ductal adenocarcinoma,Pancreatic normal tissue
sample_id_33	GSE147726	hg38	GSM4443845	GSM4443845	-	Human	Pancreatic	scATAC-seq	Normal	Pancreatic normal tissue	Oncogenes are highly specific in the cells they can transform, although the molecular basis for this is poorly understood. Inflammation often promotes tumorigenesis, and in the pancreas it promotes cellular plasticity and accelerates Kras-driven neoplasia. We demonstrate that plasticity is coupled to the emergence of transient progenitor cells that are readily transformed by KrasG12D. The progenitor state is linked to coordinate upregulation of proliferation genes through chromatin opening at nearby lineage-specific enhancers. Mutant Kras taps into this program by co-opting the normally transient enhancer elements, making them permanent and Kras-dependent in cancer. Mechanistically, co-option occurs through cooperation of Kras-driven transcription factors with the existing landscape of pancreatic lineage transcription factors, which are recruited to play a central role in driving the mutant Kras-dependent transcriptional program. These observations suggest that proliferation is controlled by tissue-specific enhancer networks that are tapped into by oncogenes, helping explain the lineage specificity of cancer drivers.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_309	counts	0	1503	4	32	Pancreatic normal tissue
sample_id_34	GSE147726	hg38	GSM4443847	GSM4443847	-	Human	Pancreatic	scATAC-seq	Disease	Pancreatic ductal adenocarcinoma	Oncogenes are highly specific in the cells they can transform, although the molecular basis for this is poorly understood. Inflammation often promotes tumorigenesis, and in the pancreas it promotes cellular plasticity and accelerates Kras-driven neoplasia. We demonstrate that plasticity is coupled to the emergence of transient progenitor cells that are readily transformed by KrasG12D. The progenitor state is linked to coordinate upregulation of proliferation genes through chromatin opening at nearby lineage-specific enhancers. Mutant Kras taps into this program by co-opting the normally transient enhancer elements, making them permanent and Kras-dependent in cancer. Mechanistically, co-option occurs through cooperation of Kras-driven transcription factors with the existing landscape of pancreatic lineage transcription factors, which are recruited to play a central role in driving the mutant Kras-dependent transcriptional program. These observations suggest that proliferation is controlled by tissue-specific enhancer networks that are tapped into by oncogenes, helping explain the lineage specificity of cancer drivers.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_307	counts	0	726	4	33	Pancreatic ductal adenocarcinoma
sample_id_35	GSE151302	hg38	GSM4572187,GSM4572188,GSM4572189	GSE151302	36310237,33850129	Human	Kidney	snATAC-seq	Disease	Polycystic Kidney disease	We performed single nucleus ATAC (snATAC-seq) and RNA (snRNA-seq) sequencing to generate paired, cell-type-specific chromatin accessibility and transcriptional profiles of the adult human kidney. snRNA-seq on 3 samples (Healthy1/2/3) were already done and deposited on GSE131882 as control1/2/3 (GSM3823939/GSM3823940/3823941, respectively)	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_346	counts	1	14798	7	34	Polycystic Kidney disease_Kidney
sample_id_36	GSE151302	hg38	GSM4572187	GSM4572187	36310237,33850129	Human	Kidney	snATAC-seq	Normal	Kidney	We performed single nucleus ATAC (snATAC-seq) and RNA (snRNA-seq) sequencing to generate paired, cell-type-specific chromatin accessibility and transcriptional profiles of the adult human kidney. snRNA-seq on 3 samples (Healthy1/2/3) were already done and deposited on GSE131882 as control1/2/3 (GSM3823939/GSM3823940/3823941, respectively)	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_298	counts	0	3564	5	35	Kidney_1
sample_id_37	GSE151302	hg38	GSM4572188	GSM4572188	36310237,33850129	Human	Kidney	snATAC-seq	Normal	Kidney	We performed single nucleus ATAC (snATAC-seq) and RNA (snRNA-seq) sequencing to generate paired, cell-type-specific chromatin accessibility and transcriptional profiles of the adult human kidney. snRNA-seq on 3 samples (Healthy1/2/3) were already done and deposited on GSE131882 as control1/2/3 (GSM3823939/GSM3823940/3823941, respectively)	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_299	counts	0	3659	5	36	Kidney_2
sample_id_38	GSE151302	hg38	GSM4572189	GSM4572189	36310237,33850129	Human	Kidney	snATAC-seq	Normal	Kidney	We performed single nucleus ATAC (snATAC-seq) and RNA (snRNA-seq) sequencing to generate paired, cell-type-specific chromatin accessibility and transcriptional profiles of the adult human kidney. snRNA-seq on 3 samples (Healthy1/2/3) were already done and deposited on GSE131882 as control1/2/3 (GSM3823939/GSM3823940/3823941, respectively)	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_300	counts	0	6017	5	37	Kidney_3
sample_id_39	GSE156473	hg38	GSM4732109,GSM4732111	GSE156473	-	Human	PBMC	scATAC-seq	Normal	Peripheral blood mononuclear cells	Recent technological advances have enabled massively parallel single-cell Assay for Transposase Accessible Chromatin by sequencing (scATAC-seq) to simultaneously profile the epigenomic landscape in thousands of individual cells. scATAC-seq methods sample genomic DNA accessible to transposases, but have not previously been combined with measurement of protein levels. Here, we present ATAC with Select Antigen Profiling by sequencing, ASAP-seq, a tool to simultaneously profile accessible chromatin and protein levels in thousands of single cells, pairing sparse scATAC data with robust detection of hundreds of cell surface and intracellular protein markers, and optionally, enriched mtDNA coverage for lineage tracing (mtscATAC-seq) with minimal impact on ATAC-seq data quality. ASAP-seq makes use of a novel bridging approach to utilize existing commercially available antibody:oligo conjugates developed for CITE-seq and related technologies. We demonstrate the utility of ASAP-seq in the context of hematopoietic differentiation, cell surface marker dynamics following peripheral blood mononuclear cell stimulation, and as a combinatorial decoder of multiplexed perturbations in primary T cells.	scBlood	https://bio.liclab.net/scBlood/detail1?sampleId=scBlood_h_325	counts	1	8881	5	38	Peripheral blood mononuclear cells_PBMC_1
