meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note
FG01463	Weighted-mean L1 in tract uncinate fasciculus (right)	Uncinate Fasciculus	D000083382	12099			UKB	Longda Jiang	31768069	2019	4	8493117	90	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25595.v1.1.fastGWA.gz	
PE02661	Operative procedures - main OPCS4: T46.2 Drainage of ascites NEC	Surgical Procedures, Operative	D013514	420531	985.0	419546.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-T462.tsv.bgz	
LD089	Alanine	Alanine	D000409	24796			EUR	Kettunen	27005778	2016	5	12090482	359	http://www.computationalmedicine.fi/data#NMR_GWAS	
BE097	Z13 Special screening examination for other diseases and disorders	Physical Examination	D010808	361194	2236.0	358958.0	UKB	Nealelab	Nealelab	2018	2	10816228	2	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859388	
FG03335	Illnesses of father: Chronic bronchitis/emphysema	Family Health	D005192	396955	45946.0	351009.0	UKB	Longda Jiang	34737426	2021	3	11842352	222	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20107_6.v1.0.fastGWA.gz	
PA00511	Functional digestive disorders	Digestive System Diseases	D004066	8005	770.0	7235.0	UKB	Pan-UKB team	Pan-UKB	2022	1	15958859	4	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-564-both_sexes.tsv.bgz	
FG00771	Job SOC coding: Youth and community workers	Job Description	D007587	113841	1374.0	112467.0	UKB	Longda Jiang	31768069	2019	1	8514543	8	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22617_3231.v1.1.fastGWA.gz	
BE234	6mm cylindrical power (left)	Optometry	D009907	65551			UKB	Nealelab	Nealelab	2018	3	10816226	84	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859525	
GCST90019043	Complement factor H-related protein 2 levels	Complement Factor H	D017242	416			EUR	Lorés-Motta L	34260947	2021	1	9339814	480	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST900110000/GCST90019043	
PE01139	Operation code: pilonidal sinus surgery (anal)	Pilonidal Sinus	D010864	420473	2419.0	418054.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861554	9	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1484.tsv.bgz	
FG01179	Mean L3 in superior cerebellar peduncle on FA skeleton (left)	Cerebral Peduncle	D065850	12101			UKB	Longda Jiang	31768069	2019	3	8492975	114	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25309.v1.1.fastGWA.gz	
F900932	Other and unspecified glaucoma	Glaucoma	D005901	360013	1638.0	358375.0	EUR	Kurki MI	36653562	2023	2	20014002	16	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_GLAUCNAS.gz	
PE01965	Operative procedures - main OPCS4: C11.1 Excision of lesion of canthus	Surgical Procedures, Operative	D013514	420531	1077.0	419454.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C111.tsv.bgz	
F901096	Disorders of vestibular function (Vertigo)	Vestibular Function Tests	D014724	374012	14918.0	359094.0	EUR	Kurki MI	36653562	2023	2	20014258	39	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGO.gz	
MR39934	Crumble intake	Energy Intake	D002149	64948			UKB	Ben Elsworth	IEU-UKB	2018	3	8581615	6	https://gwas.mrcieu.ac.uk/files/ukb-b-7641/ukb-b-7641.vcf.gz	
FG00559	Recent worrying too much about different things	Stress, Physiological	D013312	147141			UKB	Longda Jiang	31768069	2019	1	8520408	16	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20520.v1.1.fastGWA.gz	
PE03393	Sources of admission to hospital (recoded): Hospice: Non-NHS	Information Sources	D000093983	418480	102.0	418378.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861549	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-9001.tsv.bgz	
CA262	Subjective well being	Happiness	D006240	298420			EUR	Okbay A	27089181	2016	1	2268556	8	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/OkbayA_27089181_GCST003766/SWB_Full.txt.gz	
FG03516	Mouth/teeth dental problems: Loose teeth	Tooth Diseases	D014076	454565	18545.0	436020.0	UKB	Longda Jiang	34737426	2021	1	11842639	298	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6149_4.v1.0.fastGWA.gz	
MR03912	Coffee consumed	Coffee	D003069	64949	45788.0	19161.0	UKB	Ben Elsworth	IEU-UKB	2018	3	8077809	8	https://gwas.mrcieu.ac.uk/files/ukb-b-9508/ukb-b-9508.vcf.gz	
BE051	K20 Oesophagitis	Esophagitis	D004941	361194	4799.0	356395.0	UKB	Nealelab	Nealelab	2018	1	10816224	1	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859342	
GA427	Treatment/medication code: ramipril	Self Care	D012648	280443	17857.0	262586.0	UKB	CTGLAB	31427789	2019	3	10285271	23	https://atlas.ctglab.nl/	
F900292	Melanocytic naevi	Skin Neoplasms	D012878	377277	8900.0	368377.0	EUR	Kurki MI	36653562	2023	6	20014301	465	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_BENIGN_MELANOCYTIC.gz	
GCST90038698	Back pain	Back Pain	D001416	484598	2866.0	481732.0	UKB	Dönertaş HM	33959723	2021	3	9837758	6	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038698	
PA00117	Cholesterol	Cholesterol	D002784	8422			UKB	Pan-UKB team	Pan-UKB	2022	2	15962995	13	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz	
PE06011	Endocarditis	Endocarditis	D004696	417222	909.0	416313.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861532	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.3-both_sexes.tsv.bgz	
AT254	O00-O08 Pregnancy with abortive outcome	Pregnancy Outcome	D011256	245494	3984.0	448280.0	UKB	Roslin Institute	30349118	2018	3	9124369	3	http://geneatlas.roslin.ed.ac.uk/	
FG01013	Mean MD in cingulum hippocampus on FA skeleton (right)	Hippocampus	D006624	12101			UKB	Longda Jiang	31768069	2019	3	8492996	100	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25140.v1.1.fastGWA.gz	
GD01971	anti-human herpes virus 6 antibody measurement	Antibodies, Anti-Idiotypic	D000888	7119			EUR	Butler-Laporte G	33204752	2020	2	9458522	3	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006906	
PE03496	Which eye(s) affected by astigmatism: Right eye	Astigmatism	D001251	10995	1624.0	9371.0	UKB	Pan-UKB team	Pan-UKB	2022	3	21640625	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5855-both_sexes-1.tsv.bgz	
GA587	Depression - Recent feelings of tiredness or low enery	Depression	D003863	126540			UKB	CTGLAB	31427789	2019	4	9566588	85	https://atlas.ctglab.nl/	
PE00661	Treatment/medication code: plaquenil 200mg tablet	Antimalarials	D000962	420473	175.0	420298.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140875392.tsv.bgz	
F901429	Dental pulpitis 1, only avohilmo	Periapical Periodontitis	D010485	377277	81713.0	295564.0	EUR	Kurki MI	36653562	2023	5	20014305	109	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_PULPITIS_1_ONLYAVO.gz	
FG04504	Treatment/medication code: trazodone	Trazodone	D014196	456276	641.0	455635.0	UKB	Longda Jiang	34737426	2021	1	11842592	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140879634.v1.0.fastGWA.gz	
PE05145	Q76 Congenital malformations of spine and bony thorax	Malformations of Cortical Development	D054220	420531	164.0	420367.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q76-both_sexes.tsv.bgz	
PE07091	nicotinic acetylcholine receptor agonist|smoking cessation	alpha7 Nicotinic Acetylcholine Receptor	D064569	420531	2130.0	418401.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz	
OT083	Treg (CD73+)	CD4-Positive T-Lymphocytes	D015496	669			EUR	Roederer M	25772697	2015	1	1100230	51	ftp://twinr-ftp.kcl.ac.uk/ImmuneCellScience/2-GWASResults	no MAF
FG01318	Mean ISOVF in medial lemniscus on FA skeleton (left)	Pyramidal Tracts	D011712	12099			UKB	Longda Jiang	31768069	2019	1	8493121	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25449.v1.1.fastGWA.gz	
FG01140	Mean L2 in retrolenticular part of internal capsule on FA skeleton (left)	Internal Capsule	D020772	12101			UKB	Longda Jiang	31768069	2019	2	8492980	101	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25269.v1.1.fastGWA.gz	
FG01658	Volume of grey matter in Supramarginal Gyrus, posterior division (left)	Gyrus Cinguli	D006179	13627			UKB	Longda Jiang	31768069	2019	1	8494544	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25820.v1.1.fastGWA.gz	
GCST90104463	Word reading	Word Processing	D015443	27180			EUR	Eising E	35998220	2022	1	8014088	1	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104463	
FG02735	Vaginal enterocele, congenital or acquired	Vaginal Diseases	D014623	247540	284.0	247256.0	UKB	Longda Jiang	34737426	2021	1	11842715	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/618.6_PheCode.v1.0.fastGWA.gz	
PE00740	Treatment/medication code: ipratropium	Ipratropium	D009241	420473	533.0	419940.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883548.tsv.bgz	
PE06320	Nephritis and nephropathy with pathological lesion	Nephritis	D009393	402306	379.0	401927.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861490	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-580.32-both_sexes.tsv.bgz	
F900066	Toxoplasmosis	Toxoplasmosis	D014123	376768	154.0	376614.0	EUR	Kurki MI	36653562	2023	1	20014280	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_AB1_TOXOPLASMOSIS.gz	
FG01571	Weighted-mean ISOVF in tract acoustic radiation (right)	Acoustic Maculae	D008267	12098			UKB	Longda Jiang	31768069	2019	1	8493098	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25705.v1.1.fastGWA.gz	
FG03680	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis	Bronchitis, Chronic	D029481	455449	7777.0	447672.0	UKB	Longda Jiang	34737426	2021	2	11842466	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6152_6.v1.0.fastGWA.gz	
PE06065	Atherosclerosis of the extremities	Atherosclerosis	D050197	409605	1040.0	408565.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861515	70	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-440.2-both_sexes.tsv.bgz	
PE04010	Number of full brothers	Siblings	D035781	414070			UKB	Pan-UKB team	Pan-UKB	2022	1	23856664	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1873-both_sexes.tsv.bgz	
DB564	Low-density lipoprotein cholesterol (at exam 2, GEE, adjusted for age and sex)	Cholesterol, LDL	D008078	1056			EUR	Kathiresan S	17903299	2007	3	103314	3	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=568	
GD01887	CD64 on CD14- CD16-	Receptors, IgG	D017452	3622			EUR	Orrù V	32929287	2020	3	16741624	16	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002001	
GA450	Illnesses of father: Alzheimer's disease/dementia	Family Health	D005192	355137	16071.0	339066.0	UKB	CTGLAB	31427789	2019	2	10517951	140	https://atlas.ctglab.nl/	
GD01627	CD20 on transitional B cell	Chemokines	D018925	3657			EUR	Orrù V	32929287	2020	2	16763428	143	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001763	
FG02636	Chronic airway obstruction	Airway Obstruction	D000402	456348	389.0	455959.0	UKB	Longda Jiang	34737426	2021	1	11842621	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/496_PheCode.v1.0.fastGWA.gz	
GCST90096901	Beef consumption	Red Meat	D000069466	241092			UKB	Pirastu N	35653391	2022	6	5745854	602	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90096001-GCST90097000/GCST90096901	no MAF
FG01580	Weighted-mean ISOVF in tract forceps major	Leishmania major	D018320	12098			UKB	Longda Jiang	31768069	2019	2	8493095	64	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25714.v1.1.fastGWA.gz	
PE05395	Z04 Examination and observation for other reasons	Physical Examination	D010808	420531	1975.0	418556.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Z04-both_sexes.tsv.bgz	
F900899	Conjunctivitis (acute, non atopic)	Conjunctivitis	D003231	354029	8907.0	345122.0	EUR	Kurki MI	36653562	2023	1	20013759	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_CONJUNCTIVITISACUNONATOPIC.gz	
PE03474	Leg pain when walking uphill or hurrying	Leg	D007866	29163	20237.0	8926.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23154927	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5474-both_sexes-5474.tsv.bgz	
AT670	Poultry intake	Energy Intake	D002149	452264			UKB	Roslin Institute	30349118	2018	6	9124365	164	http://geneatlas.roslin.ed.ac.uk/	
PA01089	Back pain	Back Pain	D001416	420531	17794.0	402737.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861553	5	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-760-both_sexes.tsv.bgz	
PA00770	Pain type(s) experienced in last month: Stomach or abdominal pain	Abdominal Pain	D015746	419588	35525.0	384063.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861541	43	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6159-both_sexes-5.tsv.bgz	
FG01373	Weighted-mean FA in tract middle cerebellar peduncle	Middle Cerebellar Peduncle	D065837	12099			UKB	Longda Jiang	31768069	2019	1	8493150	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25504.v1.1.fastGWA.gz	
PE01342	Type of meals eaten: Bought sandwiches	Meals	D062407	58890	5305.0	53585.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23734928	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20089-both_sexes-463.tsv.bgz	
FG03852	Job coding: social services manager, community care manager, welfare services manager	Job Description	D007587	112278	943.0	111335.0	UKB	Longda Jiang	34737426	2021	1	11842527	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22601_11843115.v1.0.fastGWA.gz	
FG01048	Mean MO in superior corona radiata on FA skeleton (right)	Macaca radiata	D008255	12101			UKB	Longda Jiang	31768069	2019	1	8492986	117	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25176.v1.1.fastGWA.gz	
PE06469	Malposition and malpresentation of fetus or obstruction	Bone Malalignment	D017760	225156	1810.0	223346.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23859087	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-652-females.tsv.bgz	
FG04093	Job coding: chef, cook, caterer	Job Description	D007587	112278	430.0	111848.0	UKB	Longda Jiang	34737426	2021	1	11842534	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22601_54342896.v1.0.fastGWA.gz	
FG00756	Job SOC coding: Scientific researchers	Job Description	D007587	113841	1466.0	112375.0	UKB	Longda Jiang	31768069	2019	2	8514845	4	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22617_2321.v1.1.fastGWA.gz	
FG04111	Job SOC coding: Metal machining setters and setter-operators	Job Description	D007587	113841	415.0	113426.0	UKB	Longda Jiang	34737426	2021	1	11842982	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22617_5221.v1.0.fastGWA.gz	
GA588	Anxiety - Recent worrying too much about different things	Anxiety Disorders	D001008	126284			UKB	CTGLAB	31427789	2019	1	9564053	1	https://atlas.ctglab.nl/	
PA00305	Weight	Body Weight	D001835	8771			UKB	Pan-UKB team	Pan-UKB	2022	4	15966886	94	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-21002-both_sexes-irnt.tsv.bgz	
GA517	R10 Abdominal and pelvic pain	Abdominal Pain	D015746	244890	9250.0	235640.0	UKB	CTGLAB	31427789	2019	2	10150134	5	https://atlas.ctglab.nl/	
PE03116	PCT responsible for patient data: KIRKLEES PCT	Patient Generated Health Data	D000076206	420531	3435.0	417096.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41229-both_sexes-5N2.tsv.bgz	
GD02080	Epidermal growth factor levels	Epidermal Growth Factor	D004815	21758			EUR	Folkersen L	33067605	2020	1	11407996	111	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90012001-GCST90013000/GCST90012001	
GD00956	interleukin 15 receptor subunit alpha measurement	Interleukin-15 Receptor alpha Subunit	D053720	982			EUR	Hillary RF	32641083	2020	1	7903077	20	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90000001-GCST90001000/GCST90000474	no MAF
F901286	Acute gastritis	Gastritis	D005756	322757	2370.0	320387.0	EUR	Kurki MI	36653562	2023	1	20012949	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_ACUTGASTR.gz	
FG01161	Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right)	Superior Sagittal Sinus	D054063	12101			UKB	Longda Jiang	31768069	2019	1	8492986	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25290.v1.1.fastGWA.gz	
DB086	Urinary isoprostanes/creatinine (at exam 7, GEE, adjusted for multivariable)	Isoprostanes	D028421	828			EUR	Benjamin EJ	17903293	2007	1	102975	1	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=1146	
GD01803	CD86+ plasmacytoid Dendritic Cell %Dendritic Cell	Dendritic Cells	D003713	3410			EUR	Orrù V	32929287	2020	1	16872244	153	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001467	
PA00643	Non-cancer illness code, self-reported: type 2 diabetes	Diabetes Mellitus, Type 2	D003924	420473	2698.0	417775.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23859854	95	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1223.tsv.bgz	
FG04342	Job coding: travel agency manager/owner, tourist manager	Job Description	D007587	112278	224.0	112054.0	UKB	Longda Jiang	34737426	2021	1	11842548	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22601_12263368.v1.0.fastGWA.gz	
GD01594	CD25 on IgD+ CD38- B cell	Chemokines	D018925	3642			EUR	Orrù V	32929287	2020	2	16759258	111	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001780	
DB536	High-density lipoprotein cholesterol (at exam 6, GEE, adjusted for age and sex)	Cholesterol, HDL	D008076	1062			EUR	Kathiresan S	17903299	2007	3	103479	3	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=540	
FG01430	Weighted-mean MO in tract posterior thalamic radiation (right)	Posterior Thalamic Nuclei	D020656	12099			UKB	Longda Jiang	31768069	2019	1	8493108	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25562.v1.1.fastGWA.gz	
PE03584	Eye problems/disorders: None of the above	Eye	D005123	135363	105233.0	30130.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23852040	178	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6148-both_sexes-100.tsv.bgz	
FG01493	Weighted-mean L3 in tract anterior thalamic radiation (right)	Anterior Thalamic Nuclei	D020643	12099			UKB	Longda Jiang	31768069	2019	4	8493122	95	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25626.v1.1.fastGWA.gz	
F900206	Malignant neoplasm of rectum (controls excluding all cancers)	Rectal Neoplasms	D012004	289498	2361.0	287137.0	EUR	Kurki MI	36653562	2023	4	20011719	23	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_C3_RECTUM_EXALLC.gz	
FG00021	Alcohol	Alcoholics	D057229	64029			UKB	Longda Jiang	31768069	2019	1	8512381	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/100022.v1.1.fastGWA.gz	
FG01467	Weighted-mean L2 in tract anterior thalamic radiation (right)	Thalamic Nuclei	D013787	12099			UKB	Longda Jiang	31768069	2019	2	8493116	85	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25599.v1.1.fastGWA.gz	
GA017	Job involves shift work	Employment	D004651	220546			UKB	CTGLAB	31427789	2019	3	10057698	19	https://atlas.ctglab.nl/	
MR24376	Treatment speciality of consultant (recoded): Plastic surgery	Surgery, Plastic	D013518	445128	20625.0	424503.0	UKB	Ben Elsworth	IEU-UKB	2018	1	6943630	31	https://gwas.mrcieu.ac.uk/files/ukb-b-13285/ukb-b-13285.vcf.gz	
F900788	Normal-pressure hydrocephalus	Hydrocephalus, Normal Pressure	D006850	376377	767.0	375610.0	EUR	Kurki MI	36653562	2023	1	20014279	75	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_G6_HCNP.gz	
