meta_id	trait	mesh_term	mesh_id	sample_size	n_case	n_control	popu	author	pmid	year	n_blocks	n_variants	n_sig	url	note	index	trait_abbr	trait_code
GD01405	SSC-A on B cell	B-Lymphocytes	D001402	3112			EUR	Orrù V	32929287	2020	1	16569790	1	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002075		87	SAOBC_GD01405	CAUSALdb_SAOBC_GD01405_87
PA00748	Illness, injury, bereavement, stress in last 2 years: Financial difficulties	Financial Stress	D000086522	417785	47588.0	370197.0	UKB	Pan-UKB team	Pan-UKB	2022	5	23861545	19	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6145-both_sexes-6.tsv.bgz		88	IIBSILYFD_PA00748	CAUSALdb_IIBSILYFD_PA00748_88
FG01483	Weighted-mean L2 in tract posterior thalamic radiation (left)	Posterior Thalamic Nuclei	D020656	12099			UKB	Longda Jiang	31768069	2019	1	8493117	76	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25615.v1.1.fastGWA.gz		89	WMLITPTRL_FG01483	CAUSALdb_WMLITPTRL_FG01483_89
FG03062	Illnesses of mother: PHESANT recoding	Family Health	D005192	419778	173897.0	245881.0	UKB	Longda Jiang	34737426	2021	6	11842382	218	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20110_100.v1.0.fastGWA.gz		90	IOMPR_FG03062	CAUSALdb_IOMPR_FG03062_90
F901193	Occlusion and stenosis of arteries, not leading to stroke	Arterial Occlusive Diseases	D001157	343079	406.0	342673.0	EUR	Kurki MI	36653562	2023	1	20013564	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_I9_STENOSIS.gz		91	OASOANLTS_F901193	CAUSALdb_OASOANLTS_F901193_91
PE06276	Other chronic nonalcoholic liver disease	Non-alcoholic Fatty Liver Disease	D065626	410831	2429.0	408402.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861512	195	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-571.5-both_sexes.tsv.bgz		92	OCNLD_PE06276	CAUSALdb_OCNLD_PE06276_92
FG01523	Weighted-mean ICVF in tract parahippocampal part of cingulum (left)	Parahippocampal Gyrus	D020534	12098			UKB	Longda Jiang	31768069	2019	3	8493077	208	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25656.v1.1.fastGWA.gz		93	WMIITPPOCL_FG01523	CAUSALdb_WMIITPPOCL_FG01523_93
MR03051	Treatment/medication code: adalat 5mg capsule	Calcium Channel Blockers	D002121	462933	1053.0	461880.0	UKB	Ben Elsworth	IEU-UKB	2018	1	1489992	1	https://gwas.mrcieu.ac.uk/files/ukb-b-6650/ukb-b-6650.vcf.gz		94	TMCAMC_MR03051	CAUSALdb_TMCAMC_MR03051_94
FG01707	Volume of grey matter in Planum Polare (right)	Temporal Lobe	D013702	13627			UKB	Longda Jiang	31768069	2019	2	8494531	2744	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25869.v1.1.fastGWA.gz		95	VOGMIPPR_FG01707	CAUSALdb_VOGMIPPR_FG01707_95
GCST90061433	Mid-point of the ten most active hours of the day	Africa South of the Sahara	D017954	88411			UKB	Qi G	35043453	2022	2	8559807	212	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90061001-GCST90062000/GCST90061433		96	MPOTTMAHOTD_GCST90061433	CAUSALdb_MPOTTMAHOTD_GCST90061433_96
FG01180	Mean L3 in cerebral peduncle on FA skeleton (right)	Cerebral Peduncle	D065850	12101			UKB	Longda Jiang	31768069	2019	1	8492989	53	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25310.v1.1.fastGWA.gz		97	MLICPOFSR_FG01180	CAUSALdb_MLICPOFSR_FG01180_97
FG00945	Mean FA in anterior limb of internal capsule on FA skeleton (right)	Internal Capsule	D020772	12101			UKB	Longda Jiang	31768069	2019	1	8492990	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25072.v1.1.fastGWA.gz		98	MFIALOICOFSR_FG00945	CAUSALdb_MFIALOICOFSR_FG00945_98
PE03489	FI12 : square sequence recognition	Mathematics	D008433	9719	2264.0	7455.0	UKB	Pan-UKB team	Pan-UKB	2022	1	21297088	6	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5790-both_sexes-5790.tsv.bgz		99	FSSR_PE03489	CAUSALdb_FSSR_PE03489_99
PE04872	J10 Influenza due to identified influenza virus	Influenza A virus	D009980	420531	336.0	420195.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	5	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J10-both_sexes.tsv.bgz		100	JIDTIIV_PE04872	CAUSALdb_JIDTIIV_PE04872_100
PE04396	6mm strong meridian angle (right)	Optometry	D009907	75437			UKB	Pan-UKB team	Pan-UKB	2022	4	23797936	22	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-5106-both_sexes-irnt.tsv.bgz		101	MSMAR_PE04396	CAUSALdb_MSMAR_PE04396_101
MR06877	Urate	Uric Acid	D014527	9753			EUR	Huffman JE	25811787	2015	3	2591960	720	https://gwas.mrcieu.ac.uk/files/ieu-a-791/ieu-a-791.vcf.gz	no MAF	102	Urate_MR06877	CAUSALdb_Urate_MR06877_102
FG01120	Mean L2 in pontine crossing tract on FA skeleton	Pyramidal Tracts	D011712	12101			UKB	Longda Jiang	31768069	2019	2	8492986	21	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25249.v1.1.fastGWA.gz		103	MLIPCTOFS_FG01120	CAUSALdb_MLIPCTOFS_FG01120_103
PE06361	Retention of urine	Urinary Retention	D016055	405182	9337.0	395845.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861486	25	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-599.2-both_sexes.tsv.bgz		104	ROU_PE06361	CAUSALdb_ROU_PE06361_104
PE06357	Abnormal findings on examination of urine	Fibrinogens, Abnormal	D015241	420531	4156.0	416375.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-598-both_sexes.tsv.bgz		105	AFOEOU_PE06357	CAUSALdb_AFOEOU_PE06357_105
FG04120	Job SOC coding: Planning and quality control engineers	Job Description	D007587	113841	400.0	113441.0	UKB	Longda Jiang	34737426	2021	1	11842984	13	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/22617_2128.v1.0.fastGWA.gz		106	JSCPAQCE_FG04120	CAUSALdb_JSCPAQCE_FG04120_106
PA00432	Pulse pressure, automated reading, adjusted by medication	Blood Pressure	D001794	8206			UKB	Pan-UKB team	Pan-UKB	2022	2	15962099	7	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-PP-both_sexes-auto_medadj_irnt.tsv.bgz		107	PPARABM_PA00432	CAUSALdb_PPARABM_PA00432_107
AT406	J30-J39 Other diseases of upper respiratory tract	Respiratory Tract Diseases	D012140	452264	15771.0	436493.0	UKB	Roslin Institute	30349118	2018	4	9124360	135	http://geneatlas.roslin.ed.ac.uk/		108	JJODOURT_AT406	CAUSALdb_JJODOURT_AT406_108
FG01069	Mean MO in uncinate fasciculus on FA skeleton (left)	Uncinate Fasciculus	D000083382	12101			UKB	Longda Jiang	31768069	2019	1	8492991	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25197.v1.1.fastGWA.gz		109	MMIUFOFSL_FG01069	CAUSALdb_MMIUFOFSL_FG01069_109
MR05651	Battered fish intake	Battered Women	D018585	64944			UKB	Ben Elsworth	IEU-UKB	2018	1	8581856	1	https://gwas.mrcieu.ac.uk/files/ukb-b-14166/ukb-b-14166.vcf.gz		110	BFI_MR05651	CAUSALdb_BFI_MR05651_110
FG01463	Weighted-mean L1 in tract uncinate fasciculus (right)	Uncinate Fasciculus	D000083382	12099			UKB	Longda Jiang	31768069	2019	4	8493117	90	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25595.v1.1.fastGWA.gz		111	WMLITUFR_FG01463	CAUSALdb_WMLITUFR_FG01463_111
PE02661	Operative procedures - main OPCS4: T46.2 Drainage of ascites NEC	Surgical Procedures, Operative	D013514	420531	985.0	419546.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-T462.tsv.bgz		112	OPMOTDOAN_PE02661	CAUSALdb_OPMOTDOAN_PE02661_112
LD089	Alanine	Alanine	D000409	24796			EUR	Kettunen	27005778	2016	5	12090482	359	http://www.computationalmedicine.fi/data#NMR_GWAS		113	Alanine_LD089	CAUSALdb_Alanine_LD089_113
BE097	Z13 Special screening examination for other diseases and disorders	Physical Examination	D010808	361194	2236.0	358958.0	UKB	Nealelab	Nealelab	2018	2	10816228	2	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859388		114	ZSSEFODAD_BE097	CAUSALdb_ZSSEFODAD_BE097_114
FG03335	Illnesses of father: Chronic bronchitis/emphysema	Family Health	D005192	396955	45946.0	351009.0	UKB	Longda Jiang	34737426	2021	3	11842352	222	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20107_6.v1.0.fastGWA.gz		115	IOFCBE_FG03335	CAUSALdb_IOFCBE_FG03335_115
PA00511	Functional digestive disorders	Digestive System Diseases	D004066	8005	770.0	7235.0	UKB	Pan-UKB team	Pan-UKB	2022	1	15958859	4	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-564-both_sexes.tsv.bgz		116	FDD_PA00511	CAUSALdb_FDD_PA00511_116
FG00771	Job SOC coding: Youth and community workers	Job Description	D007587	113841	1374.0	112467.0	UKB	Longda Jiang	31768069	2019	1	8514543	8	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/22617_3231.v1.1.fastGWA.gz		117	JSCYACW_FG00771	CAUSALdb_JSCYACW_FG00771_117
BE234	6mm cylindrical power (left)	Optometry	D009907	65551			UKB	Nealelab	Nealelab	2018	3	10816226	84	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859525		118	MCPL_BE234	CAUSALdb_MCPL_BE234_118
GCST90019043	Complement factor H-related protein 2 levels	Complement Factor H	D017242	416			EUR	Lorés-Motta L	34260947	2021	1	9339814	480	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90019001-GCST900110000/GCST90019043		119	CFHRPL_GCST90019043	CAUSALdb_CFHRPL_GCST90019043_119
PE01139	Operation code: pilonidal sinus surgery (anal)	Pilonidal Sinus	D010864	420473	2419.0	418054.0	UKB	Pan-UKB team	Pan-UKB	2022	4	23861554	9	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20004-both_sexes-1484.tsv.bgz		120	OCPSSA_PE01139	CAUSALdb_OCPSSA_PE01139_120
FG01179	Mean L3 in superior cerebellar peduncle on FA skeleton (left)	Cerebral Peduncle	D065850	12101			UKB	Longda Jiang	31768069	2019	3	8492975	114	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25309.v1.1.fastGWA.gz		121	MLISCPOFSL_FG01179	CAUSALdb_MLISCPOFSL_FG01179_121
F900932	Other and unspecified glaucoma	Glaucoma	D005901	360013	1638.0	358375.0	EUR	Kurki MI	36653562	2023	2	20014002	16	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H7_GLAUCNAS.gz		122	OAUG_F900932	CAUSALdb_OAUG_F900932_122
PE01965	Operative procedures - main OPCS4: C11.1 Excision of lesion of canthus	Surgical Procedures, Operative	D013514	420531	1077.0	419454.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-C111.tsv.bgz		123	OPMOCEOLOC_PE01965	CAUSALdb_OPMOCEOLOC_PE01965_123
F901096	Disorders of vestibular function (Vertigo)	Vestibular Function Tests	D014724	374012	14918.0	359094.0	EUR	Kurki MI	36653562	2023	2	20014258	39	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_H8_VERTIGO.gz		124	DOVFV_F901096	CAUSALdb_DOVFV_F901096_124
MR39934	Crumble intake	Energy Intake	D002149	64948			UKB	Ben Elsworth	IEU-UKB	2018	3	8581615	6	https://gwas.mrcieu.ac.uk/files/ukb-b-7641/ukb-b-7641.vcf.gz		125	CI_MR39934	CAUSALdb_CI_MR39934_125
FG00559	Recent worrying too much about different things	Stress, Physiological	D013312	147141			UKB	Longda Jiang	31768069	2019	1	8520408	16	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/20520.v1.1.fastGWA.gz		126	RWTMADT_FG00559	CAUSALdb_RWTMADT_FG00559_126
PE03393	Sources of admission to hospital (recoded): Hospice: Non-NHS	Information Sources	D000093983	418480	102.0	418378.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861549	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41251-both_sexes-9001.tsv.bgz		127	SOATHRHNN_PE03393	CAUSALdb_SOATHRHNN_PE03393_127
CA262	Subjective well being	Happiness	D006240	298420			EUR	Okbay A	27089181	2016	1	2268556	8	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/OkbayA_27089181_GCST003766/SWB_Full.txt.gz		128	SWB_CA262	CAUSALdb_SWB_CA262_128
FG03516	Mouth/teeth dental problems: Loose teeth	Tooth Diseases	D014076	454565	18545.0	436020.0	UKB	Longda Jiang	34737426	2021	1	11842639	298	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6149_4.v1.0.fastGWA.gz		129	MTDPLT_FG03516	CAUSALdb_MTDPLT_FG03516_129
MR03912	Coffee consumed	Coffee	D003069	64949	45788.0	19161.0	UKB	Ben Elsworth	IEU-UKB	2018	3	8077809	8	https://gwas.mrcieu.ac.uk/files/ukb-b-9508/ukb-b-9508.vcf.gz		130	CC_MR03912	CAUSALdb_CC_MR03912_130
BE051	K20 Oesophagitis	Esophagitis	D004941	361194	4799.0	356395.0	UKB	Nealelab	Nealelab	2018	1	10816224	1	https://docs.google.com/spreadsheets/d/1kvPoupSzsSFBNSztMzl04xMoSC3Kcx3CrjVf4yBmESU/edit#gid=227859342		131	KO_BE051	CAUSALdb_KO_BE051_131
GA427	Treatment/medication code: ramipril	Self Care	D012648	280443	17857.0	262586.0	UKB	CTGLAB	31427789	2019	3	10285271	23	https://atlas.ctglab.nl/		132	TMCR_GA427	CAUSALdb_TMCR_GA427_132
F900292	Melanocytic naevi	Skin Neoplasms	D012878	377277	8900.0	368377.0	EUR	Kurki MI	36653562	2023	6	20014301	465	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_CD2_BENIGN_MELANOCYTIC.gz		133	MN_F900292	CAUSALdb_MN_F900292_133
GCST90038698	Back pain	Back Pain	D001416	484598	2866.0	481732.0	UKB	Dönertaş HM	33959723	2021	3	9837758	6	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90038001-GCST90039000/GCST90038698		134	BP_GCST90038698	CAUSALdb_BP_GCST90038698_134
PA00117	Cholesterol	Cholesterol	D002784	8422			UKB	Pan-UKB team	Pan-UKB	2022	2	15962995	13	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz		135	Cholesterol_PA00117	CAUSALdb_Cholesterol_PA00117_135
PE06011	Endocarditis	Endocarditis	D004696	417222	909.0	416313.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861532	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-420.3-both_sexes.tsv.bgz		136	Endocarditis_PE06011	CAUSALdb_Endocarditis_PE06011_136
AT254	O00-O08 Pregnancy with abortive outcome	Pregnancy Outcome	D011256	245494	3984.0	448280.0	UKB	Roslin Institute	30349118	2018	3	9124369	3	http://geneatlas.roslin.ed.ac.uk/		137	OOPWAO_AT254	CAUSALdb_OOPWAO_AT254_137
FG01013	Mean MD in cingulum hippocampus on FA skeleton (right)	Hippocampus	D006624	12101			UKB	Longda Jiang	31768069	2019	3	8492996	100	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25140.v1.1.fastGWA.gz		138	MMICHOFSR_FG01013	CAUSALdb_MMICHOFSR_FG01013_138
GD01971	anti-human herpes virus 6 antibody measurement	Antibodies, Anti-Idiotypic	D000888	7119			EUR	Butler-Laporte G	33204752	2020	2	9458522	3	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90006001-GCST90007000/GCST90006906		139	AHHVAM_GD01971	CAUSALdb_AHHVAM_GD01971_139
PE03496	Which eye(s) affected by astigmatism: Right eye	Astigmatism	D001251	10995	1624.0	9371.0	UKB	Pan-UKB team	Pan-UKB	2022	3	21640625	3	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-5855-both_sexes-1.tsv.bgz		140	WESABARE_PE03496	CAUSALdb_WESABARE_PE03496_140
GA587	Depression - Recent feelings of tiredness or low enery	Depression	D003863	126540			UKB	CTGLAB	31427789	2019	4	9566588	85	https://atlas.ctglab.nl/		141	DRFOTOLE_GA587	CAUSALdb_DRFOTOLE_GA587_141
PE00661	Treatment/medication code: plaquenil 200mg tablet	Antimalarials	D000962	420473	175.0	420298.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140875392.tsv.bgz		142	TMCPMT_PE00661	CAUSALdb_TMCPMT_PE00661_142
F901429	Dental pulpitis 1, only avohilmo	Periapical Periodontitis	D010485	377277	81713.0	295564.0	EUR	Kurki MI	36653562	2023	5	20014305	109	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_K11_PULPITIS_1_ONLYAVO.gz		143	DPOA_F901429	CAUSALdb_DPOA_F901429_143
FG04504	Treatment/medication code: trazodone	Trazodone	D014196	456276	641.0	455635.0	UKB	Longda Jiang	34737426	2021	1	11842592	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/20003_1140879634.v1.0.fastGWA.gz		144	TMCT_FG04504	CAUSALdb_TMCT_FG04504_144
PE05145	Q76 Congenital malformations of spine and bony thorax	Malformations of Cortical Development	D054220	420531	164.0	420367.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Q76-both_sexes.tsv.bgz		145	QCMOSABT_PE05145	CAUSALdb_QCMOSABT_PE05145_145
PE07091	nicotinic acetylcholine receptor agonist|smoking cessation	alpha7 Nicotinic Acetylcholine Receptor	D064569	420531	2130.0	418401.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nicotinic_acetylcholine_receptor_agonist|smoking_cessation-both_sexes.tsv.bgz		146	NARASC_PE07091	CAUSALdb_NARASC_PE07091_146
OT083	Treg (CD73+)	CD4-Positive T-Lymphocytes	D015496	669			EUR	Roederer M	25772697	2015	1	1100230	51	ftp://twinr-ftp.kcl.ac.uk/ImmuneCellScience/2-GWASResults	no MAF	147	TC_OT083	CAUSALdb_TC_OT083_147
FG01318	Mean ISOVF in medial lemniscus on FA skeleton (left)	Pyramidal Tracts	D011712	12099			UKB	Longda Jiang	31768069	2019	1	8493121	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25449.v1.1.fastGWA.gz		148	MIIMLOFSL_FG01318	CAUSALdb_MIIMLOFSL_FG01318_148
FG01140	Mean L2 in retrolenticular part of internal capsule on FA skeleton (left)	Internal Capsule	D020772	12101			UKB	Longda Jiang	31768069	2019	2	8492980	101	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25269.v1.1.fastGWA.gz		149	MLIRPOICOFSL_FG01140	CAUSALdb_MLIRPOICOFSL_FG01140_149
FG01658	Volume of grey matter in Supramarginal Gyrus, posterior division (left)	Gyrus Cinguli	D006179	13627			UKB	Longda Jiang	31768069	2019	1	8494544	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25820.v1.1.fastGWA.gz		150	VOGMISGPDL_FG01658	CAUSALdb_VOGMISGPDL_FG01658_150
GCST90104463	Word reading	Word Processing	D015443	27180			EUR	Eising E	35998220	2022	1	8014088	1	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90104001-GCST90105000/GCST90104463		151	WR_GCST90104463	CAUSALdb_WR_GCST90104463_151
FG02735	Vaginal enterocele, congenital or acquired	Vaginal Diseases	D014623	247540	284.0	247256.0	UKB	Longda Jiang	34737426	2021	1	11842715	1	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/618.6_PheCode.v1.0.fastGWA.gz		152	VECOA_FG02735	CAUSALdb_VECOA_FG02735_152
PE00740	Treatment/medication code: ipratropium	Ipratropium	D009241	420473	533.0	419940.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140883548.tsv.bgz		153	TMCI_PE00740	CAUSALdb_TMCI_PE00740_153
PE06320	Nephritis and nephropathy with pathological lesion	Nephritis	D009393	402306	379.0	401927.0	UKB	Pan-UKB team	Pan-UKB	2022	2	23861490	2	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-580.32-both_sexes.tsv.bgz		154	NANWPL_PE06320	CAUSALdb_NANWPL_PE06320_154
F900066	Toxoplasmosis	Toxoplasmosis	D014123	376768	154.0	376614.0	EUR	Kurki MI	36653562	2023	1	20014280	1	https://storage.googleapis.com/finngen-public-data-r9/summary_stats/finngen_R9_AB1_TOXOPLASMOSIS.gz		155	Toxoplasmosis_F900066	CAUSALdb_Toxoplasmosis_F900066_155
FG01571	Weighted-mean ISOVF in tract acoustic radiation (right)	Acoustic Maculae	D008267	12098			UKB	Longda Jiang	31768069	2019	1	8493098	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25705.v1.1.fastGWA.gz		156	WMIITARR_FG01571	CAUSALdb_WMIITARR_FG01571_156
FG03680	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Emphysema/chronic bronchitis	Bronchitis, Chronic	D029481	455449	7777.0	447672.0	UKB	Longda Jiang	34737426	2021	2	11842466	3	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/6152_6.v1.0.fastGWA.gz		157	BCDBEAREADBDECB_FG03680	CAUSALdb_BCDBEAREADBDECB_FG03680_157
PE06065	Atherosclerosis of the extremities	Atherosclerosis	D050197	409605	1040.0	408565.0	UKB	Pan-UKB team	Pan-UKB	2022	3	23861515	70	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-440.2-both_sexes.tsv.bgz		158	AOTE_PE06065	CAUSALdb_AOTE_PE06065_158
PE04010	Number of full brothers	Siblings	D035781	414070			UKB	Pan-UKB team	Pan-UKB	2022	1	23856664	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1873-both_sexes.tsv.bgz		159	NOFB_PE04010	CAUSALdb_NOFB_PE04010_159
DB564	Low-density lipoprotein cholesterol (at exam 2, GEE, adjusted for age and sex)	Cholesterol, LDL	D008078	1056			EUR	Kathiresan S	17903299	2007	3	103314	3	https://www.ncbi.nlm.nih.gov/projects/SNP/gViewer/gView.cgi?aid=568		160	LDLCAEGAFAAS_DB564	CAUSALdb_LDLCAEGAFAAS_DB564_160
GD01887	CD64 on CD14- CD16-	Receptors, IgG	D017452	3622			EUR	Orrù V	32929287	2020	3	16741624	16	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90002001-GCST90003000/GCST90002001		161	COCC_GD01887	CAUSALdb_COCC_GD01887_161
GA450	Illnesses of father: Alzheimer's disease/dementia	Family Health	D005192	355137	16071.0	339066.0	UKB	CTGLAB	31427789	2019	2	10517951	140	https://atlas.ctglab.nl/		162	IOFASDD_GA450	CAUSALdb_IOFASDD_GA450_162
GD01627	CD20 on transitional B cell	Chemokines	D018925	3657			EUR	Orrù V	32929287	2020	2	16763428	143	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90001001-GCST90002000/GCST90001763		163	COTBC_GD01627	CAUSALdb_COTBC_GD01627_163
FG02636	Chronic airway obstruction	Airway Obstruction	D000402	456348	389.0	455959.0	UKB	Longda Jiang	34737426	2021	1	11842621	2	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKBbin/496_PheCode.v1.0.fastGWA.gz		164	CAO_FG02636	CAUSALdb_CAO_FG02636_164
GCST90096901	Beef consumption	Red Meat	D000069466	241092			UKB	Pirastu N	35653391	2022	6	5745854	602	ftp://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90096001-GCST90097000/GCST90096901	no MAF	165	BC_GCST90096901	CAUSALdb_BC_GCST90096901_165
FG01580	Weighted-mean ISOVF in tract forceps major	Leishmania major	D018320	12098			UKB	Longda Jiang	31768069	2019	2	8493095	64	https://yanglab.westlake.edu.cn/resources/fastgwa_data/UKB/25714.v1.1.fastGWA.gz		166	WMIITFM_FG01580	CAUSALdb_WMIITFM_FG01580_166
PE05395	Z04 Examination and observation for other reasons	Physical Examination	D010808	420531	1975.0	418556.0	UKB	Pan-UKB team	Pan-UKB	2022	1	23861554	1	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-Z04-both_sexes.tsv.bgz		167	ZEAOFOR_PE05395	CAUSALdb_ZEAOFOR_PE05395_167
