f_tf_name	f_tf_id	f_family	f_protein	f_entrez_id
LEF1	ENSG00000138795	HMG	ENSP00000265165.1;ENSP00000406176.2;ENSP00000422840.1;ENSP00000369284.2;	51176
MAF	ENSG00000178573	TF_bZIP	ENSP00000327048.4;ENSP00000455097.1;ENSP00000377019.1;	4094
NR1H3	ENSG00000025434	THR-like	ENSP00000477707.1;ENSP00000412636.1;ENSP00000432073.1;ENSP00000403696.1;ENSP00000434650.1;ENSP00000415591.1;ENSP00000378793.3;ENSP00000403798.1;ENSP00000385073.1;ENSP00000384745.3;ENSP00000391005.1;ENSP00000387946.2;ENSP00000433271.1;ENSP00000420656.1;ENSP00000385801.1;	10062
ZNF530	ENSG00000183647	zf-C2H2	ENSP00000332861.5;ENSP00000472564.1;ENSP00000472024.2;	348327
LRRFIP2	ENSG00000093167	LRRFIP	ENSP00000416907.1;ENSP00000391360.1;ENSP00000409574.1;ENSP00000416364.2;ENSP00000416013.1;ENSP00000412206.1;ENSP00000405480.1;ENSP00000379705.2;ENSP00000346349.4;ENSP00000338727.4;ENSP00000413026.2;	9209
MXD3	ENSG00000213347	bHLH	ENSP00000421463.1;ENSP00000416921.2;ENSP00000389716.2;ENSP00000425029.1;ENSP00000401867.2;	83463
ZSCAN22	ENSG00000182318	zf-C2H2	ENSP00000332433.3;	342945
GLI3	ENSG00000106571	zf-C2H2	ENSP00000503743.1;ENSP00000379258.3;ENSP00000502957.1;ENSP00000496377.1;ENSP00000503986.1;	2737
VSX2	ENSG00000119614	Homeobox	ENSP00000261980.2;	
ZNF816	ENSG00000180257	zf-C2H2	ENSP00000403266.2;ENSP00000350295.4;	125893
BCL6	ENSG00000113916	ZBTB	ENSP00000384371.2;ENSP00000384371.2;ENSP00000479784.1;ENSP00000414455.1;ENSP00000415574.1;ENSP00000232014.4;ENSP00000398014.2;ENSP00000413122.2;	604
ZNF777	ENSG00000196453	zf-C2H2	ENSP00000247930.4;	27153
ZNF574	ENSG00000105732	zf-C2H2	ENSP00000222339.6;ENSP00000351939.3;ENSP00000469029.1;ENSP00000471611.1;	64763
ZNF691	ENSG00000164011	zf-C2H2	ENSP00000361585.1;ENSP00000486871.1;ENSP00000361580.2;ENSP00000361582.1;ENSP00000361581.2;ENSP00000498913.1;ENSP00000361584.1;ENSP00000361586.3;	51058
SP1	ENSG00000185591	zf-C2H2	ENSP00000404263.2;ENSP00000329357.4;	6667
DACH2	ENSG00000126733	DACH	ENSP00000362217.4;ENSP00000420896.1;ENSP00000362223.1;ENSP00000421919.1;ENSP00000422727.1;	117154
SIM2	ENSG00000159263	bHLH	ENSP00000290399.6;	6493
GRHL1	ENSG00000134317	CP2	ENSP00000418275.1;ENSP00000384209.3;ENSP00000324693.9;	29841
ZNF441	ENSG00000197044	zf-C2H2	ENSP00000350576.4;	126068
ZNF624	ENSG00000197566	zf-C2H2	ENSP00000310472.7;	57547
IKZF4	ENSG00000123411	zf-C2H2	ENSP00000262032.5;ENSP00000412101.3;ENSP00000450020.1;ENSP00000448419.1;	64375
SETDB2	ENSG00000136169	MBD	ENSP00000346175.5;ENSP00000326477.9;ENSP00000482240.2;	83852
SHOX2	ENSG00000168779	Homeobox	ENSP00000397099.3;ENSP00000419362.1;ENSP00000374240.4;ENSP00000479329.1;	6474
TBX1	ENSG00000184058	T-box	ENSP00000331176.7;ENSP00000505472.1;ENSP00000352483.3;ENSP00000497003.1;ENSP00000331791.4;	6899
ZSCAN2	ENSG00000176371	zf-C2H2	ENSP00000445451.1;ENSP00000325123.6;ENSP00000410198.2;ENSP00000351257.3;ENSP00000441855.1;	54993
FERD3L	ENSG00000146618	bHLH	ENSP00000275461.3;	222894
ZNF41	ENSG00000147124	zf-C2H2	ENSP00000366265.4;ENSP00000508254.1;ENSP00000315173.7;	7592
HOXC13	ENSG00000123364	Homeobox	ENSP00000243056.3;	
SIM1	ENSG00000112246	bHLH	ENSP00000262901.4;ENSP00000358210.4;	6492
RELA	ENSG00000173039	RHD	ENSP00000483705.1;ENSP00000311508.9;ENSP00000434372.1;ENSP00000434745.1;ENSP00000435531.1;ENSP00000384273.3;ENSP00000433526.1;ENSP00000433616.1;ENSP00000436545.1;ENSP00000432537.1;ENSP00000437137.1;ENSP00000431153.1;ENSP00000434098.1;ENSP00000432922.1;ENSP00000433144.1;ENSP00000435290.1;	5970
LIN28B	ENSG00000187772	CSD	ENSP00000490468.1;ENSP00000489735.1;ENSP00000344401.4;	389421
ZFHX3	ENSG00000140836	Homeobox	ENSP00000438926.3;ENSP00000493252.1;ENSP00000268489.5;	463
ZBTB26	ENSG00000171448	ZBTB	ENSP00000362760.3;ENSP00000362760.3;ENSP00000362758.1;	57684
ZNF585A	ENSG00000196967	zf-C2H2	ENSP00000375998.1;ENSP00000292841.7;ENSP00000349440.3;	199704
ZNF467	ENSG00000181444	zf-C2H2	ENSP00000304769.3;	168544
THAP4	ENSG00000176946	THAP	ENSP00000385006.1;	51078
BHLHE40	ENSG00000134107	bHLH	ENSP00000256495.3;	8553
ZNF418	ENSG00000196724	zf-C2H2	ENSP00000407039.2;ENSP00000483763.1;ENSP00000468968.1;ENSP00000471652.1;ENSP00000379451.1;	147686
SP140	ENSG00000079263	SAND	ENSP00000375899.3;ENSP00000393618.3;ENSP00000398210.3;ENSP00000342096.6;	11262
NKX1-2	ENSG00000229544	Homeobox	ENSP00000451945.1;	
ZFHX2	ENSG00000136367	Homeobox	ENSP00000413418.2;	85446
NFYA	ENSG00000001167	NF-YA	ENSP00000229418.6;ENSP00000345702.6;	4800
CUX2	ENSG00000111249	CUT	ENSP00000261726.6;	23316
ZNF558	ENSG00000167785	zf-C2H2	ENSP00000471277.1;ENSP00000301475.1;	148156
REPIN1	ENSG00000214022	zf-C2H2	ENSP00000419872.1;ENSP00000428562.1;ENSP00000419789.1;ENSP00000417291.2;ENSP00000407714.1;ENSP00000388287.2;ENSP00000380451.2;	29803
THAP1	ENSG00000131931	THAP	ENSP00000254250.3;ENSP00000433912.1;	55145
MEF2B	ENSG00000213999	SRF	ENSP00000402154.2;ENSP00000386480.1;ENSP00000386784.2;ENSP00000390762.2;ENSP00000386374.1;	4207
SALL4	ENSG00000101115	zf-C2H2	ENSP00000379319.3;ENSP00000360594.3;ENSP00000217086.4;	57167
ZBTB32	ENSG00000011590	ZBTB	ENSP00000466524.1;ENSP00000376035.1;ENSP00000376035.1;ENSP00000262630.3;	27033
ZNF324	ENSG00000083812	zf-C2H2	ENSP00000471778.1;ENSP00000196482.3;ENSP00000444812.1;	25799
KLF5	ENSG00000102554	zf-C2H2	ENSP00000440407.1;ENSP00000366915.4;	688
SOX7	ENSG00000171056	HMG	ENSP00000301921.1;	83595
CAMTA2	ENSG00000108509	CG-1	ENSP00000412886.3;ENSP00000458560.1;ENSP00000460779.1;ENSP00000321813.7;ENSP00000459519.2;ENSP00000460751.1;ENSP00000370712.5;ENSP00000354828.5;	23125
YBX3	ENSG00000060138	CSD	ENSP00000228251.4;ENSP00000485718.1;ENSP00000279550.7;	8531
EVX1	ENSG00000106038	Homeobox	ENSP00000419266.3;	2128
HOXB1	ENSG00000120094	Homeobox	ENSP00000355140.5;	
ZNF85	ENSG00000105750	zf-C2H2	ENSP00000329793.7;ENSP00000470667.1;ENSP00000342340.5;	7639
JARID2	ENSG00000008083	ARID	ENSP00000380478.3;ENSP00000341280.2;	3720
NKX3-1	ENSG00000167034	Homeobox	ENSP00000370253.4;ENSP00000429729.1;	4824
NFAT5	ENSG00000102908	RHD	ENSP00000338806.3;ENSP00000457593.1;ENSP00000346420.2;ENSP00000462061.1;	10725
ZFP69B	ENSG00000187801	zf-C2H2	ENSP00000354547.4;ENSP00000399664.2;	65243
ZNF232	ENSG00000167840	zf-C2H2	ENSP00000461305.1;ENSP00000250076.3;	7775
TFE3	ENSG00000068323	bHLH	ENSP00000314129.7;	7030
GLI2	ENSG00000074047	zf-C2H2	ENSP00000354586.5;ENSP00000390436.1;	2736
VAX2	ENSG00000116035	Homeobox	ENSP00000234392.2;ENSP00000405114.2;ENSP00000495231.1;	25806
ZNF730	ENSG00000183850	zf-C2H2	ENSP00000472959.1;	100129543
SMAD9	ENSG00000120693	MH1	ENSP00000382216.3;ENSP00000369154.4;ENSP00000239885.6;	4093
PBX2	ENSG00000204304	Homeobox	ENSP00000364190.3;	5089
ATF5	ENSG00000169136	TF_bZIP	ENSP00000396954.1;ENSP00000470633.1;	22809
DMRT3	ENSG00000064218	DM	ENSP00000190165.2;	
ZNF726	ENSG00000213967	zf-C2H2	ENSP00000471516.1;	730087
ZNF23	ENSG00000167377	zf-C2H2	ENSP00000377171.2;ENSP00000387673.3;ENSP00000349796.4;ENSP00000497736.2;ENSP00000462429.1;	7571
ZBTB5	ENSG00000168795	ZBTB	ENSP00000307604.4;ENSP00000307604.4;	
ZNF670	ENSG00000277462	zf-C2H2	ENSP00000355459.2;	93474
SOX5	ENSG00000134532	HMG	ENSP00000439832.1;ENSP00000379328.2;ENSP00000370788.2;ENSP00000493866.1;ENSP00000443520.1;ENSP00000398273.2;	6660
ZNF585B	ENSG00000245680	zf-C2H2	ENSP00000433773.1;	
EMX2	ENSG00000170370	Homeobox	ENSP00000450962.3;	
GLIS3	ENSG00000107249	zf-C2H2	ENSP00000325494.10;ENSP00000371398.3;ENSP00000507306.1;	169792
DRGX	ENSG00000165606	Homeobox	ENSP00000363254.1;	644168
HEY2	ENSG00000135547	bHLH	ENSP00000357349.1;ENSP00000357348.3;	23493
ZNF689	ENSG00000156853	zf-C2H2	ENSP00000287461.3;	115509
NR1H4	ENSG00000012504	THR-like	ENSP00000376712.3;ENSP00000496908.1;ENSP00000315442.5;ENSP00000448978.1;ENSP00000448506.1;ENSP00000447149.1;ENSP00000188403.7;	9971
SUB1	ENSG00000113387	PC4	ENSP00000422078.1;ENSP00000265073.4;ENSP00000427100.1;ENSP00000422806.1;ENSP00000426850.1;	10923
ERFL	ENSG00000268041	ETS	ENSP00000491574.1;	390937
ZNF287	ENSG00000141040	zf-C2H2	ENSP00000379168.1;ENSP00000379169.3;	57336
POU2F1	ENSG00000143190	Pou	ENSP00000441285.2;ENSP00000414660.4;ENSP00000415993.1;ENSP00000401217.2;ENSP00000356836.5;ENSP00000356840.2;	5451
ZNF709	ENSG00000242852	zf-C2H2	ENSP00000380840.3;	163051
RCOR2	ENSG00000167771	MYB	ENSP00000301459.4;	283248
RERE	ENSG00000142599	zf-GATA	ENSP00000366684.1;ENSP00000338629.3;ENSP00000465133.1;ENSP00000499322.1;ENSP00000383699.2;ENSP00000383700.2;	473
MYF6	ENSG00000111046	bHLH	ENSP00000228641.3;	
BORCS8-MEF2B	ENSG00000064489	SRF	ENSP00000454967.3;	
TFCP2L1	ENSG00000115112	CP2	ENSP00000263707.5;	29842
MIER1	ENSG00000198160	MYB	ENSP00000383820.1;ENSP00000347514.3;ENSP00000360053.1;ENSP00000383821.3;ENSP00000350321.2;ENSP00000360055.1;ENSP00000348253.6;ENSP00000360057.3;	57708
TEAD1	ENSG00000187079	TEA	ENSP00000435233.2;ENSP00000334754.6;ENSP00000435977.2;ENSP00000432587.4;	7003
ZNF57	ENSG00000171970	zf-C2H2	ENSP00000303696.5;ENSP00000430223.1;	126295
ZBTB47	ENSG00000114853	ZBTB	ENSP00000232974.6;ENSP00000232974.6;ENSP00000504903.1;ENSP00000504903.1;ENSP00000420968.1;	
ZNF557	ENSG00000130544	zf-C2H2	ENSP00000252840.5;ENSP00000404065.2;	79230
ZNF700	ENSG00000196757	zf-C2H2	ENSP00000479449.1;ENSP00000467996.1;ENSP00000254321.4;	90592
RARA	ENSG00000131759	THR-like	ENSP00000254066.5;ENSP00000377648.3;ENSP00000462514.1;ENSP00000377643.3;ENSP00000389993.3;ENSP00000377649.2;	5914
EHF	ENSG00000135373	ETS	ENSP00000399733.2;ENSP00000435837.1;ENSP00000435835.1;ENSP00000257831.3;ENSP00000433508.1;	26298
ZSCAN18	ENSG00000121413	zf-C2H2	ENSP00000392653.1;ENSP00000468934.1;ENSP00000470123.1;ENSP00000412253.2;ENSP00000240727.5;	65982
ZNF74	ENSG00000185252	zf-C2H2	ENSP00000385855.1;ENSP00000383301.2;ENSP00000483077.1;	7625
PMS1	ENSG00000064933	HMG	ENSP00000406490.3;ENSP00000387169.1;ENSP00000406225.1;ENSP00000387125.3;ENSP00000389938.1;ENSP00000401064.2;ENSP00000398378.3;ENSP00000485312.1;ENSP00000404492.4;	5378
ZNF131	ENSG00000172262	ZBTB	ENSP00000305804.4;ENSP00000305804.4;ENSP00000426504.1;ENSP00000426504.1;ENSP00000423945.1;ENSP00000421246.1;ENSP00000425139.1;ENSP00000424771.1;ENSP00000425722.1;ENSP00000422079.1;ENSP00000507111.1;	7690
SALL1	ENSG00000103449	zf-C2H2	ENSP00000456777.2;ENSP00000510560.1;ENSP00000509873.1;ENSP00000251020.4;ENSP00000407914.2;	6299
GSX2	ENSG00000180613	Homeobox	ENSP00000319118.2;	
FOXB1	ENSG00000171956	Fork_head	ENSP00000379369.4;	
ZBTB48	ENSG00000204859	ZBTB	ENSP00000366902.4;ENSP00000366902.4;ENSP00000466390.1;ENSP00000313416.5;ENSP00000416054.1;	3104
FOXD4L1	ENSG00000184492	Fork_head	ENSP00000302756.5;	200350
ZNF728	ENSG00000269067	zf-C2H2	ENSP00000471593.1;	388523
ZNF367	ENSG00000165244	zf-C2H2	ENSP00000364405.4;	
ZNF181	ENSG00000197841	zf-C2H2	ENSP00000419435.1;ENSP00000420727.1;ENSP00000376065.3;	339318
BAZ2A	ENSG00000076108	MBD	ENSP00000368754.3;ENSP00000449473.1;ENSP00000447941.1;ENSP00000446880.1;	11176
ZNF71	ENSG00000197951	zf-C2H2	ENSP00000328245.5;ENSP00000471138.2;	58491
OVOL1	ENSG00000172818	zf-C2H2	ENSP00000434220.1;ENSP00000337862.3;	5017
IRX4	ENSG00000113430	Homeobox	ENSP00000423161.1;ENSP00000424235.1;ENSP00000231357.2;ENSP00000481396.1;ENSP00000482393.1;	50805
REST	ENSG00000084093	zf-C2H2	ENSP00000479151.2;ENSP00000502313.1;ENSP00000484058.1;ENSP00000492006.2;ENSP00000481650.1;ENSP00000492813.1;ENSP00000490969.1;ENSP00000502488.1;ENSP00000311816.7;ENSP00000501649.1;ENSP00000484836.2;	5978
ZNF239	ENSG00000196793	zf-C2H2	ENSP00000443907.1;ENSP00000363569.1;ENSP00000398202.1;ENSP00000307774.6;	8187
RXRA	ENSG00000186350	RXR-like	ENSP00000419692.1;ENSP00000500402.1;	6256
ZBTB24	ENSG00000112365	ZBTB	ENSP00000230122.4;ENSP00000230122.4;	9841
ZNF629	ENSG00000102870	zf-C2H2	ENSP00000262525.4;	23361
ZNF443	ENSG00000180855	zf-C2H2	ENSP00000301547.5;	10224
LRRFIP1	ENSG00000124831	LRRFIP	ENSP00000375857.4;ENSP00000409431.1;ENSP00000289175.6;ENSP00000310109.9;ENSP00000244815.5;	9208
ZNF724	ENSG00000196081	zf-C2H2	ENSP00000413411.2;	440519
ATF4	ENSG00000128272	TF_bZIP	ENSP00000501863.1;ENSP00000379912.1;ENSP00000505360.1;ENSP00000506657.1;ENSP00000384587.2;ENSP00000502400.2;ENSP00000502610.2;ENSP00000501783.2;ENSP00000336790.2;ENSP00000502056.2;	468
ZNF705B	ENSG00000215356	zf-C2H2	ENSP00000382987.3;	100132396
E2F4	ENSG00000205250	E2F	ENSP00000458082.1;ENSP00000454477.1;ENSP00000368686.3;ENSP00000457239.1;	
CREM	ENSG00000095794	TF_bZIP	ENSP00000345384.2;ENSP00000417460.1;ENSP00000420681.1;ENSP00000420437.1;ENSP00000409220.2;ENSP00000509489.1;ENSP00000419075.1;ENSP00000337138.4;ENSP00000417327.1;ENSP00000420511.1;ENSP00000341875.3;ENSP00000354593.4;ENSP00000417562.1;ENSP00000265372.5;ENSP00000510546.1;ENSP00000346804.3;ENSP00000344365.5;ENSP00000349387.5;ENSP00000379225.3;ENSP00000363860.3;ENSP00000393538.2;ENSP00000419684.2;ENSP00000419018.1;ENSP00000417807.1;ENSP00000419810.1;ENSP00000363853.3;ENSP00000417165.1;ENSP00000418336.1;ENSP00000363866.3;	1390
PLAGL2	ENSG00000126003	zf-C2H2	ENSP00000246229.4;	5326
ZNF486	ENSG00000256229	zf-C2H2	ENSP00000335042.7;	90649
PAX4	ENSG00000106331	PAX	ENSP00000477877.1;ENSP00000339906.2;ENSP00000491782.1;ENSP00000368014.4;	5078
TCF24	ENSG00000261787	bHLH	ENSP00000455444.1;	
ZNF497	ENSG00000174586	zf-C2H2	ENSP00000311183.2;ENSP00000402815.2;	162968
FOXE1	ENSG00000178919	Fork_head	ENSP00000364265.3;	2304
HSFX4	ENSG00000283463	HSF	ENSP00000489814.2;	101927685
ZNF34	ENSG00000196378	zf-C2H2	ENSP00000434049.1;ENSP00000396894.2;ENSP00000341528.4;	80778
ZGLP1	ENSG00000220201	zf-GATA	ENSP00000385403.1;ENSP00000384434.3;	100125288
ZNF548	ENSG00000188785	zf-C2H2	ENSP00000337555.6;ENSP00000379482.3;	147694
ZFP2	ENSG00000198939	zf-C2H2	ENSP00000430980.1;ENSP00000430531.1;ENSP00000354453.2;	
ZNF888	ENSG00000213793	zf-C2H2	ENSP00000491567.1;	388559
SOX12	ENSG00000177732	HMG	ENSP00000347646.1;	6666
ZNF622	ENSG00000173545	zf-C2H2	ENSP00000310042.2;	
HOXB8	ENSG00000120068	Homeobox	ENSP00000239144.4;ENSP00000460659.1;ENSP00000460254.1;	3218
TFAP4	ENSG00000090447	bHLH	ENSP00000459390.1;ENSP00000204517.6;	
ZNF75D	ENSG00000186376	zf-C2H2	ENSP00000359800.1;ENSP00000359802.3;	
ZNF143	ENSG00000166478	zf-C2H2	ENSP00000379847.2;ENSP00000379843.3;ENSP00000432154.1;ENSP00000299606.2;ENSP00000379849.1;	7702
ZNF773	ENSG00000152439	zf-C2H2	ENSP00000282292.3;ENSP00000469416.1;	374928
ZNF850	ENSG00000267041	zf-C2H2	ENSP00000483509.1;ENSP00000464976.1;	342892
ZNF540	ENSG00000171817	zf-C2H2	ENSP00000467118.1;ENSP00000324598.3;ENSP00000343768.5;ENSP00000465503.1;ENSP00000466274.1;	163255
LMX1A	ENSG00000162761	Homeobox	ENSP00000356868.4;ENSP00000294816.2;ENSP00000340226.3;	4009
HSF4	ENSG00000102878	HSF	ENSP00000428161.1;ENSP00000403219.2;ENSP00000428978.1;ENSP00000430299.1;ENSP00000427832.1;ENSP00000430631.1;ENSP00000430947.2;ENSP00000463706.1;	3299
TCF3	ENSG00000071564	bHLH	ENSP00000466565.2;ENSP00000378813.3;ENSP00000499183.1;ENSP00000480564.2;ENSP00000262965.5;ENSP00000467508.2;ENSP00000465549.1;ENSP00000466952.2;ENSP00000465510.2;ENSP00000468481.1;ENSP00000468487.1;ENSP00000344375.6;ENSP00000396363.3;	6929
E2F6	ENSG00000169016	E2F	ENSP00000370936.3;ENSP00000438864.1;ENSP00000302159.4;ENSP00000446315.1;	1876
ZNF3	ENSG00000166526	zf-C2H2	ENSP00000416088.2;ENSP00000415358.1;ENSP00000299667.4;ENSP00000306372.6;	7551
ZFPM2	ENSG00000169946	zf-C2H2	ENSP00000428720.1;ENSP00000384179.2;ENSP00000430757.1;	23414
SATB2	ENSG00000119042	CUT	ENSP00000401112.1;ENSP00000260926.5;ENSP00000388764.1;ENSP00000388581.1;ENSP00000483287.1;ENSP00000405420.1;	23314
FOXG1	ENSG00000176165	Fork_head	ENSP00000339004.3;	2290
HES6	ENSG00000144485	bHLH	ENSP00000387008.1;ENSP00000387155.3;ENSP00000272937.5;ENSP00000387215.3;	55502
ZSCAN5C	ENSG00000204532	zf-C2H2	ENSP00000435234.1;	
PATZ1	ENSG00000100105	ZBTB	ENSP00000384173.3;ENSP00000384173.3;ENSP00000215919.3;ENSP00000215919.3;ENSP00000337520.4;ENSP00000337520.4;ENSP00000266269.5;ENSP00000266269.5;	23598
ZNF75A	ENSG00000162086	zf-C2H2	ENSP00000459566.1;ENSP00000482769.1;ENSP00000499415.1;	7627
MYCL	ENSG00000116990	bHLH	ENSP00000380494.2;ENSP00000361903.2;	4610
ZNF729	ENSG00000196350	zf-C2H2	ENSP00000469582.1;	100287226
RCOR3	ENSG00000117625	MYB	ENSP00000398558.2;ENSP00000432779.1;ENSP00000436838.1;ENSP00000355972.4;ENSP00000355973.4;ENSP00000437048.1;ENSP00000413929.2;	55758
ELF3	ENSG00000163435	ETS	ENSP00000352673.3;ENSP00000356253.5;ENSP00000356252.3;	1999
ZNF18	ENSG00000154957	zf-C2H2	ENSP00000463471.1;ENSP00000462296.3;ENSP00000462383.1;ENSP00000315664.3;ENSP00000391376.3;	7566
ZNF786	ENSG00000197362	zf-C2H2	ENSP00000313516.9;ENSP00000417470.1;	136051
ZNF614	ENSG00000142556	zf-C2H2	ENSP00000270649.5;	80110
TBX10	ENSG00000167800	T-box	ENSP00000335191.3;	347853
ZNF735	ENSG00000223614	zf-C2H2	ENSP00000485547.1;	730291
ZNF875	ENSG00000181666	zf-C2H2	ENSP00000438261.1;ENSP00000467562.1;ENSP00000437774.1;ENSP00000466467.1;ENSP00000315505.3;ENSP00000375994.3;	284459
GMEB2	ENSG00000101216	SAND	ENSP00000359094.1;ENSP00000266068.1;ENSP00000359086.1;	26205
ZNF561	ENSG00000171469	zf-C2H2	ENSP00000392013.1;ENSP00000303915.3;ENSP00000393074.1;	93134
ZNF695	ENSG00000197472	zf-C2H2	ENSP00000341236.7;	57116
GLI4	ENSG00000250571	zf-C2H2	ENSP00000430987.1;ENSP00000345024.1;	
HIVEP1	ENSG00000095951	zf-C2H2	ENSP00000368698.2;ENSP00000486543.1;ENSP00000445617.2;	3096
ZNF658	ENSG00000274349	zf-C2H2	ENSP00000480919.1;ENSP00000482540.1;ENSP00000479295.1;ENSP00000482447.1;	26149
PIAS4	ENSG00000105229	zf-MIZ	ENSP00000262971.1;	51588
TLX1	ENSG00000107807	Homeobox	ENSP00000359215.6;ENSP00000434914.2;	3195
POU3F1	ENSG00000185668	Pou	ENSP00000362103.2;	5453
SP110	ENSG00000135899	SAND	ENSP00000439558.1;ENSP00000258381.6;ENSP00000351488.4;ENSP00000375902.3;ENSP00000258382.5;	3431
NR3C2	ENSG00000151623	ESR-like	ENSP00000350815.3;ENSP00000341390.4;ENSP00000421481.1;ENSP00000423510.1;ENSP00000486719.1;ENSP00000343907.4;	4306
HMGB1	ENSG00000189403	HMG	ENSP00000382417.1;ENSP00000369904.1;ENSP00000343040.4;ENSP00000345347.5;ENSP00000382412.1;ENSP00000384678.1;	3146
ZNF345	ENSG00000251247	zf-C2H2	ENSP00000466374.1;ENSP00000465431.1;ENSP00000431216.1;ENSP00000482400.1;ENSP00000477522.1;ENSP00000431202.1;ENSP00000465851.1;ENSP00000331120.4;	25850
PAX2	ENSG00000075891	PAX	ENSP00000452489.2;ENSP00000355069.4;ENSP00000398652.2;ENSP00000347385.3;ENSP00000396259.1;ENSP00000506041.1;ENSP00000359319.3;	5076
ASCL2	ENSG00000183734	bHLH	ENSP00000332293.4;	430
ZNF14	ENSG00000105708	zf-C2H2	ENSP00000340514.2;	7561
TOX	ENSG00000198846	HMG	ENSP00000354842.1;	9760
ZKSCAN3	ENSG00000189298	zf-C2H2	ENSP00000341883.5;ENSP00000252211.2;ENSP00000366465.1;	80317
ZNF628	ENSG00000197483	zf-C2H2	ENSP00000465905.1;ENSP00000469591.1;ENSP00000375598.3;	89887
ZNF491	ENSG00000177599	zf-C2H2	ENSP00000392176.1;ENSP00000313443.5;	126069
TWIST1	ENSG00000122691	bHLH	ENSP00000242261.5;ENSP00000416986.1;ENSP00000346582.5;	7291
ZIC3	ENSG00000156925	zf-C2H2	ENSP00000287538.5;ENSP00000359638.3;	7547
ZNF462	ENSG00000148143	zf-C2H2	ENSP00000405837.1;	
STAT6	ENSG00000166888	STAT	ENSP00000491116.2;ENSP00000300134.3;ENSP00000438451.2;ENSP00000451546.2;ENSP00000498693.1;ENSP00000451742.1;ENSP00000444530.2;ENSP00000401486.3;ENSP00000445409.2;	6778
CDX1	ENSG00000113722	Homeobox	ENSP00000231656.7;	1044
HMGB1P1	ENSG00000124097	HMG	ENSP00000508468.1;	
DUXB	ENSG00000282757	Homeobox	ENSP00000491301.1;	100033411
OTX2	ENSG00000165588	TF_Otx	ENSP00000386185.3;ENSP00000500744.1;ENSP00000508798.1;ENSP00000452336.1;ENSP00000343819.5;ENSP00000500595.1;ENSP00000500115.1;ENSP00000451357.2;ENSP00000500061.1;ENSP00000451272.2;	5015
NANOGP8	ENSG00000255192	Homeobox	ENSP00000487073.2;ENSP00000487045.1;	388112
ZNF521	ENSG00000198795	zf-C2H2	ENSP00000463000.1;ENSP00000440768.2;ENSP00000464415.1;ENSP00000382352.2;ENSP00000354794.3;ENSP00000462724.1;ENSP00000463748.1;	25925
ZNF91	ENSG00000167232	zf-C2H2	ENSP00000471709.1;ENSP00000380272.2;ENSP00000300619.6;	7644
ZNF619	ENSG00000177873	zf-C2H2	ENSP00000398024.3;ENSP00000388710.2;ENSP00000428004.1;ENSP00000430705.1;ENSP00000411132.2;ENSP00000397232.1;ENSP00000322529.5;	285267
ZNF396	ENSG00000186496	zf-C2H2	ENSP00000302310.1;ENSP00000466500.1;	252884
JUND	ENSG00000130522	TF_bZIP	ENSP00000252818.3;ENSP00000475153.2;	3727
TGIF1	ENSG00000177426	Homeobox	ENSP00000449287.1;ENSP00000343969.5;ENSP00000449973.1;ENSP00000449531.1;ENSP00000339631.6;ENSP00000483499.1;ENSP00000384133.2;ENSP00000327959.6;ENSP00000448934.1;ENSP00000446944.1;ENSP00000383031.2;ENSP00000449722.1;ENSP00000449580.1;ENSP00000384970.2;ENSP00000385206.1;ENSP00000450025.1;ENSP00000448121.1;ENSP00000446838.1;ENSP00000447747.2;ENSP00000449501.1;	7050
ZNF785	ENSG00000197162	zf-C2H2	ENSP00000378642.2;ENSP00000456097.1;ENSP00000420340.1;	146540
NR2E3	ENSG00000278570	RXR-like	ENSP00000482504.1;ENSP00000479962.1;ENSP00000479254.1;	10002
FOXO4	ENSG00000184481	Fork_head	ENSP00000342209.3;ENSP00000363377.3;	4303
TFEC	ENSG00000105967	bHLH	ENSP00000377125.1;ENSP00000265440.7;ENSP00000417432.1;ENSP00000318676.7;ENSP00000387650.1;	22797
ZNF425	ENSG00000204947	zf-C2H2	ENSP00000367300.2;	155054
HOXC5	ENSG00000172789	Homeobox	ENSP00000309336.2;	3222
ID3	ENSG00000117318	bHLH	ENSP00000363689.5;	3399
LITAF	ENSG00000189067	zf-LITAF-like	ENSP00000340118.5;ENSP00000459138.1;ENSP00000458871.1;ENSP00000458981.1;ENSP00000459533.1;ENSP00000461667.1;ENSP00000461813.1;ENSP00000483114.1;ENSP00000458836.1;ENSP00000397958.2;ENSP00000460743.1;ENSP00000460133.1;	9516
RORB	ENSG00000198963	THR-like	ENSP00000366093.2;ENSP00000379507.2;	6096
ZNF77	ENSG00000175691	zf-C2H2	ENSP00000319053.3;	58492
ZNF283	ENSG00000167637	zf-C2H2	ENSP00000484852.1;ENSP00000498705.1;ENSP00000327314.7;	284349
PBRM1	ENSG00000163939	HMG	ENSP00000338302.4;ENSP00000296302.7;ENSP00000386643.3;ENSP00000378307.3;ENSP00000386601.1;ENSP00000386529.1;ENSP00000387775.1;ENSP00000386593.1;ENSP00000349213.4;	55193
ARID1B	ENSG00000049618	ARID	ENSP00000489636.1;ENSP00000344546.5;ENSP00000490385.1;ENSP00000489729.1;ENSP00000490550.1;ENSP00000498155.1;ENSP00000490491.2;ENSP00000313006.7;ENSP00000490948.1;ENSP00000412835.2;ENSP00000383596.3;ENSP00000055163.7;	57492
