trait_code	trait_abbr	trait	ICD10	type	meta_id	mesh_term	mesh_id	category	sample_size	n_case	n_control	popu	pmid	cohort	author	url	index
FinnGen_C3_COLON_EXALLC_76	C3_COLON_EXALLC	Malignant neoplasm of colon (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	350402.0	5284.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_COLON_EXALLC.FINEMAP.snp.bgz	76
FinnGen_C3_COLORECTAL_ADENO_EXALLC_77	C3_COLORECTAL_ADENO_EXALLC	Colorectal adenocarcinoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	352402.0	7284.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_COLORECTAL_ADENO_EXALLC.FINEMAP.snp.bgz	77
FinnGen_C3_COLORECTAL_EXALLC_78	C3_COLORECTAL_EXALLC	Colorectal cancer (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	353919.0	8801.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_COLORECTAL_EXALLC.FINEMAP.snp.bgz	78
FinnGen_C3_CORPUS_UTERI_EXALLC_79	C3_CORPUS_UTERI_EXALLC	Malignant neoplasm of corpus uteri (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	204171.0	2677.0	201494.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_CORPUS_UTERI_EXALLC.FINEMAP.snp.bgz	79
FinnGen_C3_DLBCL_EXALLC_80	C3_DLBCL_EXALLC	Diffuse large B-cell lymphoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346491.0	1373.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_DLBCL_EXALLC.FINEMAP.snp.bgz	80
FinnGen_C3_GBM_ASTROCYTOMA_EXALLC_81	C3_GBM_ASTROCYTOMA_EXALLC	Brain glioblastoma and astrocytoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345626.0	508.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_GBM_ASTROCYTOMA_EXALLC.FINEMAP.snp.bgz	81
FinnGen_C3_GBM_EXALLC_82	C3_GBM_EXALLC	Brain glioblastoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345496.0	378.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_GBM_EXALLC.FINEMAP.snp.bgz	82
FinnGen_C3_HEAD_AND_NECK_EXALLC_83	C3_HEAD_AND_NECK_EXALLC	Malignant neoplasm of head and neck (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	347937.0	2819.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_HEAD_AND_NECK_EXALLC.FINEMAP.snp.bgz	83
FinnGen_C3_HEPATOCELLU_CARC_EXALLC_84	C3_HEPATOCELLU_CARC_EXALLC	Hepatocellular carcinoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345727.0	609.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_HEPATOCELLU_CARC_EXALLC.FINEMAP.snp.bgz	84
FinnGen_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC_85	C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC	Clear cell adenocarcinoma of kidney (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346472.0	1354.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.FINEMAP.snp.bgz	85
FinnGen_C3_KIDNEY_NOTRENALPELVIS_EXALLC_86	C3_KIDNEY_NOTRENALPELVIS_EXALLC	Malignant neoplasm of kidney, except renal pelvis (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	348127.0	3009.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_KIDNEY_NOTRENALPELVIS_EXALLC.FINEMAP.snp.bgz	86
FinnGen_C3_LIPOSARCOMA_EXALLC_87	C3_LIPOSARCOMA_EXALLC	Liposarcoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345326.0	208.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LIPOSARCOMA_EXALLC.FINEMAP.snp.bgz	87
FinnGen_C3_LIP_EXALLC_88	C3_LIP_EXALLC	Malignant neoplasm of lip (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345364.0	246.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LIP_EXALLC.FINEMAP.snp.bgz	88
FinnGen_C3_LUNG_NONSMALL_EXALLC_89	C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	350938.0	5820.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LUNG_NONSMALL_EXALLC.FINEMAP.snp.bgz	89
FinnGen_C3_MACROGLOBULINEMIA_EXALLC_90	C3_MACROGLOBULINEMIA_EXALLC	Waldenstrom macroglobulinemia, lymphoplasmacytic lymphoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345238.0	120.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MACROGLOBULINEMIA_EXALLC.FINEMAP.snp.bgz	90
FinnGen_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC_91	C3_MARGINAL_ZONE_LYMPHOMA_EXALLC	Marginal zone B-cell lymphoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345374.0	256.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC.FINEMAP.snp.bgz	91
FinnGen_C3_MELANOMA_EXALLC_92	C3_MELANOMA_EXALLC	Malignant melanoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	349914.0	5122.0	344792.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MELANOMA_EXALLC.FINEMAP.snp.bgz	92
FinnGen_C3_MELANOMA_SKIN_EXALLC_93	C3_MELANOMA_SKIN_EXALLC	Malignant melanoma of skin (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	349050.0	3932.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MELANOMA_SKIN_EXALLC.FINEMAP.snp.bgz	93
FinnGen_C3_MENINGIOMA_EXALLC_94	C3_MENINGIOMA_EXALLC	Brain meningioma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345737.0	1605.0	344132.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MENINGIOMA_EXALLC.FINEMAP.snp.bgz	94
FinnGen_C3_MULT_MYELOMA_EXALLC_95	C3_MULT_MYELOMA_EXALLC	Multiple myeloma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345892.0	787.0	345105.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MULT_MYELOMA_EXALLC.FINEMAP.snp.bgz	95
FinnGen_C3_NONHODGKIN_EXALLC_96	C3_NONHODGKIN_EXALLC	Non-Hodgkin lymphoma, all (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346313.0	1196.0	345117.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NONHODGKIN_EXALLC.FINEMAP.snp.bgz	96
FinnGen_C3_NSCLC_ADENO_EXALLC_97	C3_NSCLC_ADENO_EXALLC	Non-small cell lung cancer, adenocarcinoma (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	347182.0	2064.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NSCLC_ADENO_EXALLC.FINEMAP.snp.bgz	97
FinnGen_C3_NSCLC_SQUAM_EXALLC_98	C3_NSCLC_SQUAM_EXALLC	Non-small cell lung cancer, squamous (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346905.0	1787.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NSCLC_SQUAM_EXALLC.FINEMAP.snp.bgz	98
FinnGen_C3_OTHER_SKIN_EXALLC_99	C3_OTHER_SKIN_EXALLC	Other malignant neoplasms of skin (=non-melanoma skin cancer) (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	368621.0	23503.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OTHER_SKIN_EXALLC.FINEMAP.snp.bgz	99
FinnGen_C3_OVARY_ENDOMETROID_EXALLC_100	C3_OVARY_ENDOMETROID_EXALLC	Endometroid carcinoma of ovary (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	201767.0	273.0	201494.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_ENDOMETROID_EXALLC.FINEMAP.snp.bgz	100
FinnGen_C3_OVARY_EXALLC_101	C3_OVARY_EXALLC	Malignant neoplasm of ovary (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	202930.0	1436.0	201494.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_EXALLC.FINEMAP.snp.bgz	101
FinnGen_C3_OVARY_MUCINO_EXALLC_102	C3_OVARY_MUCINO_EXALLC	Mucinous and mucinous cystic tumor (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	201635.0	141.0	201494.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_MUCINO_EXALLC.FINEMAP.snp.bgz	102
FinnGen_C3_OVARY_SEROUS_EXALLC_103	C3_OVARY_SEROUS_EXALLC	Serous carcinoma of ovary (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	202510.0	1016.0	201494.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_SEROUS_EXALLC.FINEMAP.snp.bgz	103
FinnGen_C3_PANCREAS_ADENO_DUCTAL_EXALLC_104	C3_PANCREAS_ADENO_DUCTAL_EXALLC	Adenocarcinoma and ductal carcinoma of pancreas (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346151.0	1033.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_PANCREAS_ADENO_DUCTAL_EXALLC.FINEMAP.snp.bgz	104
FinnGen_C3_PANCREAS_EXALLC_105	C3_PANCREAS_EXALLC	Malignant neoplasm of pancreas (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	347110.0	1992.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_PANCREAS_EXALLC.FINEMAP.snp.bgz	105
FinnGen_C3_RECTUM_ADENO_106	C3_RECTUM_ADENO	Adenocarcinoma and papilloma adenocarcinoma of rectum						II Neoplasms, from cancer register (ICD-O-3)	453733.0	3194.0	450539.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_ADENO.FINEMAP.snp.bgz	106
FinnGen_C3_RECTUM_ADENO_MUCINO_EXALLC_107	C3_RECTUM_ADENO_MUCINO_EXALLC	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	348446.0	3328.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_ADENO_MUCINO_EXALLC.FINEMAP.snp.bgz	107
FinnGen_C3_RECTUM_EXALLC_108	C3_RECTUM_EXALLC	Malignant neoplasm of rectum (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	348331.0	3213.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_EXALLC.FINEMAP.snp.bgz	108
FinnGen_C3_SKIN_EXALLC_109	C3_SKIN_EXALLC	Malignant neoplasm of skin (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	372553.0	27435.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SKIN_EXALLC.FINEMAP.snp.bgz	109
FinnGen_C3_SMALL_INTESTINE_EXALLC_110	C3_SMALL_INTESTINE_EXALLC	Malignant neoplasm of small intestine (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345776.0	658.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SMALL_INTESTINE_EXALLC.FINEMAP.snp.bgz	110
FinnGen_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC_111	C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC	Neuroendocrine tumor and carcinoma of small intestine (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	345528.0	410.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC.FINEMAP.snp.bgz	111
FinnGen_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC_112	C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC	Squamous cell neoplasms and carcinomas of the skin (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	349196.0	4078.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC.FINEMAP.snp.bgz	112
FinnGen_C3_STOMACH_ADENO_EXALLC_113	C3_STOMACH_ADENO_EXALLC	Adenocarcinoma and papillary adenocarcinoma of stomach (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346074.0	956.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_STOMACH_ADENO_EXALLC.FINEMAP.snp.bgz	113
FinnGen_C3_STOMACH_EXALLC_114	C3_STOMACH_EXALLC	Malignant neoplasm of stomach (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346859.0	1741.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_STOMACH_EXALLC.FINEMAP.snp.bgz	114
FinnGen_C3_TESTIS_EXALLC_115	C3_TESTIS_EXALLC	Malignant neoplasm of testis (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	144160.0	536.0	143624.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_EXALLC.FINEMAP.snp.bgz	115
FinnGen_C3_TESTIS_NONSEMINOMA_EXALLC_116	C3_TESTIS_NONSEMINOMA_EXALLC	Non-seminoma of testis (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	143816.0	192.0	143624.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_NONSEMINOMA_EXALLC.FINEMAP.snp.bgz	116
FinnGen_C3_TESTIS_SEMINOMA_EXALLC_117	C3_TESTIS_SEMINOMA_EXALLC	Seminoma of testis (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	143935.0	311.0	143624.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_SEMINOMA_EXALLC.FINEMAP.snp.bgz	117
FinnGen_C3_THYROID_GLAND_EXALLC_118	C3_THYROID_GLAND_EXALLC	Malignant neoplasm of thyroid gland (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	347429.0	2311.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_THYROID_GLAND_EXALLC.FINEMAP.snp.bgz	118
FinnGen_C3_THYROID_PAPILLARY_ADENO_EXALLC_119	C3_THYROID_PAPILLARY_ADENO_EXALLC	Papillary adenocarcinoma of thyroid gland (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	346859.0	1741.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_THYROID_PAPILLARY_ADENO_EXALLC.FINEMAP.snp.bgz	119
FinnGen_C3_URINARY_TRACT_EXALLC_120	C3_URINARY_TRACT_EXALLC	Malignant neoplasm of urinary organs (controls excluding all cancers)						II Neoplasms, from cancer register (ICD-O-3)	348436.0	3318.0	345118.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_URINARY_TRACT_EXALLC.FINEMAP.snp.bgz	120
FinnGen_CAMPYLOENTERITIS_121	CAMPYLOENTERITIS	Campylobacter enteritis						I Certain infectious and parasitic diseases (AB1_)	447763.0	850.0	446913.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CAMPYLOENTERITIS.FINEMAP.snp.bgz	121
FinnGen_CARDIAC_ARRHYTM_122	CARDIAC_ARRHYTM	Cardiac arrhythmias						Comorbidities of COPD	346812.0	82200.0	264612.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CARDIAC_ARRHYTM.FINEMAP.snp.bgz	122
FinnGen_CD2_BENIGN_ADRENAL_123	CD2_BENIGN_ADRENAL	Benign neoplasm: Adrenal gland						II Neoplasms from hospital discharges (CD2_)	453733.0	2238.0	451495.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ADRENAL.FINEMAP.snp.bgz	123
FinnGen_CD2_BENIGN_APPENDIX_124	CD2_BENIGN_APPENDIX	Benign neoplasm: Appendix						II Neoplasms from hospital discharges (CD2_)	453733.0	310.0	453423.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_APPENDIX.FINEMAP.snp.bgz	124
FinnGen_CD2_BENIGN_ASCENDING_COLON_125	CD2_BENIGN_ASCENDING_COLON	Benign neoplasm: Ascending colon						II Neoplasms from hospital discharges (CD2_)	453733.0	4063.0	449670.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ASCENDING_COLON.FINEMAP.snp.bgz	125
FinnGen_CD2_BENIGN_BLADDER_126	CD2_BENIGN_BLADDER	Benign neoplasm: Bladder						II Neoplasms from hospital discharges (CD2_)	453733.0	286.0	453447.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BLADDER.FINEMAP.snp.bgz	126
FinnGen_CD2_BENIGN_BONE_CARTILAGE_127	CD2_BENIGN_BONE_CARTILAGE	Benign neoplasm of bone and articular cartilage						II Neoplasms from hospital discharges (CD2_)	453733.0	2965.0	450768.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BONE_CARTILAGE.FINEMAP.snp.bgz	127
FinnGen_CD2_BENIGN_BONE_LONG_LOWER_128	CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb						II Neoplasms from hospital discharges (CD2_)	453733.0	1081.0	452652.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BONE_LONG_LOWER.FINEMAP.snp.bgz	128
FinnGen_CD2_BENIGN_BRAIN_CNS_129	CD2_BENIGN_BRAIN_CNS	Benign neoplasm of brain and other parts of central nervous system						II Neoplasms from hospital discharges (CD2_)	453733.0	2147.0	451586.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BRAIN_CNS.FINEMAP.snp.bgz	129
FinnGen_CD2_BENIGN_BREAST_130	CD2_BENIGN_BREAST	Benign neoplasm of breast						II Neoplasms from hospital discharges (CD2_)	254618.0	4271.0	250347.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BREAST.FINEMAP.snp.bgz	130
FinnGen_CD2_BENIGN_CAECUM_131	CD2_BENIGN_CAECUM	Benign neoplasm: Caecum						II Neoplasms from hospital discharges (CD2_)	453733.0	3121.0	450612.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CAECUM.FINEMAP.snp.bgz	131
FinnGen_CD2_BENIGN_CHOROID_132	CD2_BENIGN_CHOROID	Benign neoplasm: Choroid						II Neoplasms from hospital discharges (CD2_)	453733.0	1764.0	451969.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CHOROID.FINEMAP.snp.bgz	132
FinnGen_CD2_BENIGN_COLON_133	CD2_BENIGN_COLON	Benign neoplasm: Colon						II Neoplasms from hospital discharges (CD2_)	453733.0	20424.0	433309.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLON.FINEMAP.snp.bgz	133
FinnGen_CD2_BENIGN_COLON_NOS_134	CD2_BENIGN_COLON_NOS	Benign neoplasm: Colon, unspecified						II Neoplasms from hospital discharges (CD2_)	453733.0	8548.0	445185.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLON_NOS.FINEMAP.snp.bgz	134
FinnGen_CD2_BENIGN_COLORECANI_135	CD2_BENIGN_COLORECANI	Benign neoplasm of colon, rectum, anus and anal canal						II Neoplasms from hospital discharges (CD2_)	453733.0	25190.0	428543.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLORECANI.FINEMAP.snp.bgz	135
FinnGen_CD2_BENIGN_CRANIAL_NERVE_136	CD2_BENIGN_CRANIAL_NERVE	Benign neoplasm: Cranial nerves						II Neoplasms from hospital discharges (CD2_)	453733.0	870.0	452863.0	EUR		FinnGen	Kurki, M.I. et al	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CRANIAL_NERVE.FINEMAP.snp.bgz	136
