trait	trait_abbr	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
Other dorsopathies, not elsewhere classified	M13_DORSOPATHYOTH	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	99107	87919.0	322314	45	34.0	1.2163	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_DORSOPATHYOTH.FINEMAP.snp.bgz
Psoriasis	L12_PSORIASIS	XII Diseases of the skin and subcutaneous tissue (L12_)	11479	10312.0	437420	45	41.0	1.0909	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_PSORIASIS.FINEMAP.snp.bgz
Actinic keratosis	L12_ACTINKERA	XII Diseases of the skin and subcutaneous tissue (L12_)	13737	12094.0	438369	45	38.0	1.093	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_ACTINKERA.FINEMAP.snp.bgz
Nasal polyp	J10_NASALPOLYP	X Diseases of the respiratory system (J10_)	7563	6841.0	337881	45	42.0	1.0901	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_J10_NASALPOLYP.FINEMAP.snp.bgz
Cardiomyopathy	I9_CARDMYO	IX Diseases of the circulatory system (I9_)	6907	6338.0	342690	45	41.0	1.0703	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYO.FINEMAP.snp.bgz
Hypothyroidism, drug reimbursement	HYPOTHY_REIMB	IV Endocrine, nutritional and metabolic diseases (E4_)	14521	13429.0	104630	45	43.0	1.0977	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_HYPOTHY_REIMB.FINEMAP.snp.bgz
Thyrotoxicosis	THYROTOXICOSIS	Comorbidities of Gastrointestinal endpoints	9801	8872.0	441605	44	38.0	1.0748	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_THYROTOXICOSIS.FINEMAP.snp.bgz
Seropositive rheumatoid arthritis, wide	RHEUMA_SEROPOS_WIDE	Rheuma endpoints	10814	9980.0	442914	44	41.0	1.0831	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RHEUMA_SEROPOS_WIDE.FINEMAP.snp.bgz
Thyrotoxicosis with diffuse goitre	E4_THYTOXGOITDIF	IV Endocrine, nutritional and metabolic diseases (E4_)	5366	4846.0	385630	44	38.0	1.0633	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_THYTOXGOITDIF.FINEMAP.snp.bgz
Other coagulation defects	D3_COAGOTHER	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	2441	2154.0	446531	44	43.0	1.0426	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGOTHER.FINEMAP.snp.bgz
Spondylopathies	M13_SPONDYLOPATHY	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	46755	42066.0	322314	43	33.0	1.1954	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPONDYLOPATHY.FINEMAP.snp.bgz
Alzheimer’s disease, wide definition	G6_AD_WIDE	VI Diseases of the nervous system (G6_)	16902	15617.0	436831	41	33.0	1.1034	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_AD_WIDE.FINEMAP.snp.bgz
Other and unspecified coagulation defects	D3_COAGDEFNAS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	1569	1375.0	446531	41	39.0	1.0233	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEFNAS.FINEMAP.snp.bgz
Fracture of forearm	ST19_FRACT_FOREA	XIX Injury, poisoning and certain other consequences of external causes (ST19_)	24647	21495.0	420692	40	26.0	1.086	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ST19_FRACT_FOREA.FINEMAP.snp.bgz
Spinal stenosis	M13_SPINSTENOSIS	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	23153	20807.0	322314	40	37.0	1.1768	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SPINSTENOSIS.FINEMAP.snp.bgz
Rheumatoid arthritis	M13_RHEUMA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	14818	13621.0	287796	40	31.0	1.0921	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_RHEUMA.FINEMAP.snp.bgz
Age-related macular degeneration (whether dry or wet)	H7_AMD	VII Diseases of the eye and adnexa (H7_)	11023	9721.0	419198	40	37.0	1.0811	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_AMD.FINEMAP.snp.bgz
Sleep apnoea, including avohilmo	G6_SLEEPAPNO_INCLAVO	VI Diseases of the nervous system (G6_)	54698	46975.0	399035	40	33.0	1.1923	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_SLEEPAPNO_INCLAVO.FINEMAP.snp.bgz
Diseases of the myoneural junction and muscle	G6_MYONEU	VI Diseases of the nervous system (G6_)	4163	3751.0	449570	40	38.0	1.0318	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_MYONEU.FINEMAP.snp.bgz
Sensorineural hearing loss	H8_HL_SEN_NAS	VIII Diseases of the ear and mastoid process (H8_)	39620	35488.0	397865	39	32.0	1.1033	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_HL_SEN_NAS.FINEMAP.snp.bgz
Cardiomyopathy (excluding other)	FG_CARDMYO	Cardiometabolic endpoints	4845	4458.0	359571	39	35.0	1.0686	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_FG_CARDMYO.FINEMAP.snp.bgz
Dementia	F5_DEMENTIA	V Mental and behavioural disorders (F5_)	20667	19157.0	428053	39	28.0	1.0917	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA.FINEMAP.snp.bgz
Depression	F5_DEPRESSIO	V Mental and behavioural disorders (F5_)	53313	47696.0	394756	38	27.0	1.1774	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEPRESSIO.FINEMAP.snp.bgz
Use of hypnotics and sedatives	RX_N05C	V Mental and behavioural disorders (F5_)	77222	71955.0	376511	37	36.0	1.199	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RX_N05C.FINEMAP.snp.bgz
Fibroblastic disorders	M13_FIBROBLASTIC	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	9695	8686.0	326530	37	35.0	1.0825	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_FIBROBLASTIC.FINEMAP.snp.bgz
Cardiomyopathy, Hypertrophic obstructive	I9_CARDMYOHYP	IX Diseases of the circulatory system (I9_)	608	553.0	342690	37	38.0	0.91835	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CARDMYOHYP.FINEMAP.snp.bgz
Sleep apnoea	G6_SLEEPAPNO	VI Diseases of the nervous system (G6_)	50200	43901.0	401484	37	31.0	1.1904	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_G6_SLEEPAPNO.FINEMAP.snp.bgz
Hernia of abdominal wall	ABDOM_HERNIA	XI Diseases of the digestive system (K11_)	18835	16839.0	434898	37	28.0	1.1032	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ABDOM_HERNIA.FINEMAP.snp.bgz
Wet age-related macular degeneration	WET_AMD	VII Diseases of the eye and adnexa (H7_)	5890	5239.0	300152	36	29.0	1.0679	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_WET_AMD.FINEMAP.snp.bgz
Otosclerosis	H8_OTOSCLE	VIII Diseases of the ear and mastoid process (H8_)	2638	2423.0	431119	36	31.0	1.0617	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H8_OTOSCLE.FINEMAP.snp.bgz
Mood [affective] disorders	F5_MOOD	V Mental and behavioural disorders (F5_)	58977	52891.0	394756	36	29.0	1.1857	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_MOOD.FINEMAP.snp.bgz
Dementia, including avohilmo	F5_DEMENTIA_INCLAVO	V Mental and behavioural disorders (F5_)	22462	20338.0	431271	36	30.0	1.087	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_F5_DEMENTIA_INCLAVO.FINEMAP.snp.bgz
Obesity due to excess calories	E4_OBESITYCAL	IV Endocrine, nutritional and metabolic diseases (E4_)	19661	16976.0	426022	36	25.0	1.1673	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYCAL.FINEMAP.snp.bgz
Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8	O15_ICP_WIDE	XV Pregnancy, childbirth and the puerperium (O15_)	3114	2784.0	251504	35	33.0	1.0475	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE.FINEMAP.snp.bgz
Polyarthropathies	M13_POLYARTHROPATHIES	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	39202	35408.0	287796	35	30.0	1.1329	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_POLYARTHROPATHIES.FINEMAP.snp.bgz
Tonsillectomy and adenotomy	J10_TONSILLECTOMY	X Diseases of the respiratory system (J10_)	35097	30788.0	418636	35	36.0	1.1301	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_J10_TONSILLECTOMY.FINEMAP.snp.bgz
Glaucoma suspect	H7_GLAUCSUSP	VII Diseases of the eye and adnexa (H7_)	13561	11969.0	430250	35	31.0	1.0973	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_GLAUCSUSP.FINEMAP.snp.bgz
Allergic asthma (mode)	ALLERG_ASTHMA	Asthma and related endpoints	11867	10723.0	248261	35	27.0	1.1067	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ALLERG_ASTHMA.FINEMAP.snp.bgz
Paracetamol of NSAID medication	RX_PARACETAMOL_NSAID	Drug purchase endpoints	382510	348357.0	71223	34	26.0	1.1833	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_RX_PARACETAMOL_NSAID.FINEMAP.snp.bgz
Intrahepatic Cholestasis of Pregnancy (ICP) , incl. ICD-8 (more control exclusions)	O15_ICP_WIDE_EXMORE	XV Pregnancy, childbirth and the puerperium (O15_)	3114	2784.0	159020	34	33.0	1.051	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_WIDE_EXMORE.FINEMAP.snp.bgz
Any dementia (more control exclusions)	KRA_PSY_DEMENTIA_EXMORE	Psychiatric endpoints from Katri Räikkönen	18216	16209.0	330460	34	21.0	1.0875	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_KRA_PSY_DEMENTIA_EXMORE.FINEMAP.snp.bgz
Asthma-related infections	ASTHMA_INFECTIONS	Asthma and related endpoints	27242	24276.0	401589	34	30.0	1.1338	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ASTHMA_INFECTIONS.FINEMAP.snp.bgz
Endometriosis ASRM stages 3,4	N14_ENDOMETRIOSIS_ASRM_STAGE3_4	XIV Diseases of the genitourinary system (N14_)	9150	8315.0	245468	33	27.0	1.0908	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_ASRM_STAGE3_4.FINEMAP.snp.bgz
Myeloproliferative diseases (CML excluded)	MYELOPROF_NONCML	Other, not yet classified endpoints (same as #MISC)	2229	2043.0	451215	33	30.0	1.0327	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_MYELOPROF_NONCML.FINEMAP.snp.bgz
Other joint disorders	M13_OTHERJOINT	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	99586	89478.0	287796	33	26.0	1.2172	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_OTHERJOINT.FINEMAP.snp.bgz
Umbilical hernia	K11_UMBHER	XI Diseases of the digestive system (K11_)	10575	9403.0	387841	33	32.0	1.0865	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_UMBHER.FINEMAP.snp.bgz
Other arrhythmias	I9_OTHARR	IX Diseases of the circulatory system (I9_)	34881	30845.0	342690	33	27.0	1.1015	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_OTHARR.FINEMAP.snp.bgz
Diseases of arteries, arterioles and capillaries (FINNGEN)	FG_DOAAC	IX Diseases of the circulatory system (I9_)	26613	24177.0	231952	33	31.0	1.1311	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_FG_DOAAC.FINEMAP.snp.bgz
Ulcerative colitis, NAS	ULCERNAS	Gastrointestinal endpoints	5473	5003.0	432380	32	24.0	1.0633	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ULCERNAS.FINEMAP.snp.bgz
Endometriosis of ovary	N14_ENDOMETRIOSIS_OVARY	XIV Diseases of the genitourinary system (N14_)	7096	6444.0	119468	32	29.0	1.0971	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS_OVARY.FINEMAP.snp.bgz
Calculus of kidney and ureter	N14_CALCUKIDUR	XIV Diseases of the genitourinary system (N14_)	11650	10556.0	441039	32	27.0	1.0796	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_CALCUKIDUR.FINEMAP.snp.bgz
Psoriasis vulgaris	L12_PSORI_VULG	XII Diseases of the skin and subcutaneous tissue (L12_)	7143	6408.0	437420	32	30.0	1.0779	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_L12_PSORI_VULG.FINEMAP.snp.bgz
Unstable angina pectoris	I9_UAP	IX Diseases of the circulatory system (I9_)	15717	14281.0	402147	32	27.0	1.1108	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_UAP.FINEMAP.snp.bgz
Type1 diabetes, definitions combined	T1D	Diabetes endpoints	4526	4320.0	369007	31	29.0	1.0291	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_T1D.FINEMAP.snp.bgz
Endometriosis	N14_ENDOMETRIOSIS	XIV Diseases of the genitourinary system (N14_)	18260	16588.0	119468	31	32.0	1.1266	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_ENDOMETRIOSIS.FINEMAP.snp.bgz
Hereditary deficiency of other clotting factors	D3_HEREDOTHCLOFACTORS	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	281	242.0	446531	31	30.0	0.76247	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_HEREDOTHCLOFACTORS.FINEMAP.snp.bgz
Sleep disorders (combined)	SLEEP	Neurological endpoints	57251	49880.0	391891	30	25.0	1.1734	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_SLEEP.FINEMAP.snp.bgz
Intrahepatic Cholestasis of Pregnancy (ICP)  (more control exclusions)	O15_ICP_EXMORE	XV Pregnancy, childbirth and the puerperium (O15_)	2554	2257.0	159580	30	22.0	1.0466	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_ICP_EXMORE.FINEMAP.snp.bgz
Hypertrophy of breast	N14_HYPERTROPHYBREAST	XIV Diseases of the genitourinary system (N14_)	6544	5800.0	233585	30	24.0	1.0946	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_HYPERTROPHYBREAST.FINEMAP.snp.bgz
Calcific aortic valvular stenosis, operated	I9_CAVS_OPERATED	IX Diseases of the circulatory system (I9_)	11047	9870.0	442686	30	25.0	1.1027	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_I9_CAVS_OPERATED.FINEMAP.snp.bgz
Familial hypercholesterolemia	E4_FH	IV Endocrine, nutritional and metabolic diseases (E4_)	5834	5344.0	384093	30	28.0	1.0651	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_FH.FINEMAP.snp.bgz
Coagulation defects, purpura and other haemorrhagic conditions	D3_COAGDEF_PURPUR_HAEMORRHAGIC	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	7202	6419.0	446531	30	30.0	1.0348	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEF_PURPUR_HAEMORRHAGIC.FINEMAP.snp.bgz
Congenital malformations of gallbladder, bile ducts and liver	Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER	XVII Congenital malformations, deformations and chromosomal abnormalities (Q17)	269	240.0	452285	29	29.0	0.73744	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Q17_CONGEN_MALFO_GALLB_BILE_DUCTS_LIVER.FINEMAP.snp.bgz
Soft tissue disorders	M13_SOFTTISSUE	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	127203	112575.0	326530	29	25.0	1.1818	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_SOFTTISSUE.FINEMAP.snp.bgz
Dorsalgia	M13_DORSALGIA	XIII Diseases of the musculoskeletal system and connective tissue (M13_)	74560	66041.0	322314	29	16.0	1.1937	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_M13_DORSALGIA.FINEMAP.snp.bgz
Coeliac disease	K11_COELIAC	XI Diseases of the digestive system (K11_)	4568	4115.0	433899	29	25.0	1.0679	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_K11_COELIAC.FINEMAP.snp.bgz
Other cataract	H7_CATARACTOTHER	VII Diseases of the eye and adnexa (H7_)	22118	19401.0	374263	29	19.0	1.0575	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_H7_CATARACTOTHER.FINEMAP.snp.bgz
Chronic Coagulation defects	D3_COAGDEF	III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	789	697.0	452944	29	26.0	0.98132	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_D3_COAGDEF.FINEMAP.snp.bgz
Childhood asthma (age<16) (more control exclusions)	ASTHMA_CHILD_EXMORE	Asthma and related endpoints	7537	6603.0	238922	29	26.0	1.1129	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_ASTHMA_CHILD_EXMORE.FINEMAP.snp.bgz
Spondylopathies (FG)	SPONDYLOPATHY_FG	Rheuma endpoints	5703	5154.0	341375	28	22.0	1.0666	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_SPONDYLOPATHY_FG.FINEMAP.snp.bgz
Excessive, frequent and irregular menstruation	N14_MESNRUIRREG	XIV Diseases of the genitourinary system (N14_)	45284	40413.0	119468	28	21.0	1.125	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_MESNRUIRREG.FINEMAP.snp.bgz
Hypertrophy of breast in women and men	N14_HYPERTROPHYBREAST_BOTH	XIV Diseases of the genitourinary system (N14_)	7631	6777.0	431613	28	24.0	1.0856	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_HYPERTROPHYBREAST_BOTH.FINEMAP.snp.bgz
Obesity, other/unspecified	E4_OBESITYNAS	IV Endocrine, nutritional and metabolic diseases (E4_)	14035	12288.0	426022	28	19.0	1.1529	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_OBESITYNAS.FINEMAP.snp.bgz
Autoimmune hyperthyroidism	AUTOIMMUNE_HYPERTHYROIDISM	IV Endocrine, nutritional and metabolic diseases (E4_)	2190	1991.0	336787	28	15.0	1.0366	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_AUTOIMMUNE_HYPERTHYROIDISM.FINEMAP.snp.bgz
Procreative management	Z21_PROCREATIVE_MANAG	XXI Factors influencing health status and contact with health services (Z21_)	15222	13118.0	354844	27	24.0	1.1054	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_Z21_PROCREATIVE_MANAG.FINEMAP.snp.bgz
Pregnancy hypertension	O15_HYPTENSPREG	XV Pregnancy, childbirth and the puerperium (O15_)	18345	16417.0	236273	27	21.0	1.1169	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_O15_HYPTENSPREG.FINEMAP.snp.bgz
Menorrhagia	N14_MENORRHAGIA	XIV Diseases of the genitourinary system (N14_)	26066	23458.0	119468	27	23.0	1.1036	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_N14_MENORRHAGIA.FINEMAP.snp.bgz
Anxiety disorders (more control exclusions)	KRA_PSY_ANXIETY_EXMORE	Psychiatric endpoints from Katri Räikkönen	50486	44663.0	330460	27	19.0	1.1724	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_KRA_PSY_ANXIETY_EXMORE.FINEMAP.snp.bgz
Hyperlipidaemia, other/unspecified	E4_HYPERLIPNAS	IV Endocrine, nutritional and metabolic diseases (E4_)	15522	13657.0	384093	27	20.0	1.0764	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_E4_HYPERLIPNAS.FINEMAP.snp.bgz
