trait_abbr	trait_code	index	trait	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda	url
C3_GBM_EXALLC	FinnGen_C3_GBM_EXALLC_82	82	Brain glioblastoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	378	253.0	345118	3	0.0	0.84221	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_GBM_EXALLC.FINEMAP.snp.bgz
C3_HEAD_AND_NECK_EXALLC	FinnGen_C3_HEAD_AND_NECK_EXALLC_83	83	Malignant neoplasm of head and neck (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2819	2281.0	345118	3	3.0	1.0261	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_HEAD_AND_NECK_EXALLC.FINEMAP.snp.bgz
C3_HEPATOCELLU_CARC_EXALLC	FinnGen_C3_HEPATOCELLU_CARC_EXALLC_84	84	Hepatocellular carcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	609	500.0	345118	5	4.0	0.92779	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_HEPATOCELLU_CARC_EXALLC.FINEMAP.snp.bgz
C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC	FinnGen_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC_85	85	Clear cell adenocarcinoma of kidney (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1354	944.0	345118	5	1.0	1.0061	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_KIDNEY_CLEAR_CELL_CARCINOMA_EXALLC.FINEMAP.snp.bgz
C3_KIDNEY_NOTRENALPELVIS_EXALLC	FinnGen_C3_KIDNEY_NOTRENALPELVIS_EXALLC_86	86	Malignant neoplasm of kidney, except renal pelvis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3009	2372.0	345118	11	9.0	1.0369	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_KIDNEY_NOTRENALPELVIS_EXALLC.FINEMAP.snp.bgz
C3_LIPOSARCOMA_EXALLC	FinnGen_C3_LIPOSARCOMA_EXALLC_87	87	Liposarcoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	208	170.0	345118	1	2.0	0.68185	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LIPOSARCOMA_EXALLC.FINEMAP.snp.bgz
C3_LIP_EXALLC	FinnGen_C3_LIP_EXALLC_88	88	Malignant neoplasm of lip (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	246	219.0	345118	1	1.0	0.73449	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LIP_EXALLC.FINEMAP.snp.bgz
C3_LUNG_NONSMALL_EXALLC	FinnGen_C3_LUNG_NONSMALL_EXALLC_89	89	Non-small cell lung cancer (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5820	5315.0	345118	5	5.0	1.0672	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_LUNG_NONSMALL_EXALLC.FINEMAP.snp.bgz
C3_MACROGLOBULINEMIA_EXALLC	FinnGen_C3_MACROGLOBULINEMIA_EXALLC_90	90	Waldenstrom macroglobulinemia, lymphoplasmacytic lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	120	88.0	345118	1	1.0	0.55816	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MACROGLOBULINEMIA_EXALLC.FINEMAP.snp.bgz
C3_MARGINAL_ZONE_LYMPHOMA_EXALLC	FinnGen_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC_91	91	Marginal zone B-cell lymphoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	256	202.0	345118	1	0.0	0.74608	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MARGINAL_ZONE_LYMPHOMA_EXALLC.FINEMAP.snp.bgz
C3_MELANOMA_EXALLC	FinnGen_C3_MELANOMA_EXALLC_92	92	Malignant melanoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	5122	4261.0	344792	21	14.0	1.0573	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MELANOMA_EXALLC.FINEMAP.snp.bgz
C3_MELANOMA_SKIN_EXALLC	FinnGen_C3_MELANOMA_SKIN_EXALLC_93	93	Malignant melanoma of skin (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3932	3194.0	345118	18	12.0	1.0555	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MELANOMA_SKIN_EXALLC.FINEMAP.snp.bgz
C3_MENINGIOMA_EXALLC	FinnGen_C3_MENINGIOMA_EXALLC_94	94	Brain meningioma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1605	1316.0	344132	7	3.0	1.0193	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MENINGIOMA_EXALLC.FINEMAP.snp.bgz
C3_MULT_MYELOMA_EXALLC	FinnGen_C3_MULT_MYELOMA_EXALLC_95	95	Multiple myeloma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	787	623.0	345105	1	1.0	0.97101	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_MULT_MYELOMA_EXALLC.FINEMAP.snp.bgz
C3_NONHODGKIN_EXALLC	FinnGen_C3_NONHODGKIN_EXALLC_96	96	Non-Hodgkin lymphoma, all (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1196	1072.0	345117	1	0.0	0.99955	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NONHODGKIN_EXALLC.FINEMAP.snp.bgz
C3_NSCLC_ADENO_EXALLC	FinnGen_C3_NSCLC_ADENO_EXALLC_97	97	Non-small cell lung cancer, adenocarcinoma (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2064	1590.0	345118	1	1.0	1.0323	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NSCLC_ADENO_EXALLC.FINEMAP.snp.bgz
C3_NSCLC_SQUAM_EXALLC	FinnGen_C3_NSCLC_SQUAM_EXALLC_98	98	Non-small cell lung cancer, squamous (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1787	1510.0	345118	3	3.0	1.0331	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_NSCLC_SQUAM_EXALLC.FINEMAP.snp.bgz
C3_OTHER_SKIN_EXALLC	FinnGen_C3_OTHER_SKIN_EXALLC_99	99	Other malignant neoplasms of skin (=non-melanoma skin cancer) (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	23503	19077.0	345118	103	92.0	1.1239	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OTHER_SKIN_EXALLC.FINEMAP.snp.bgz
C3_OVARY_ENDOMETROID_EXALLC	FinnGen_C3_OVARY_ENDOMETROID_EXALLC_100	100	Endometroid carcinoma of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	273	241.0	201494	1	0.0	0.76261	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_ENDOMETROID_EXALLC.FINEMAP.snp.bgz
C3_OVARY_EXALLC	FinnGen_C3_OVARY_EXALLC_101	101	Malignant neoplasm of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1436	1091.0	201494	2	1.0	1.0213	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_EXALLC.FINEMAP.snp.bgz
C3_OVARY_MUCINO_EXALLC	FinnGen_C3_OVARY_MUCINO_EXALLC_102	102	Mucinous and mucinous cystic tumor (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	141	121.0	201494	1	0.0	0.59369	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_MUCINO_EXALLC.FINEMAP.snp.bgz
C3_OVARY_SEROUS_EXALLC	FinnGen_C3_OVARY_SEROUS_EXALLC_103	103	Serous carcinoma of ovary (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1016	910.0	201494	2	0.0	0.99879	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_OVARY_SEROUS_EXALLC.FINEMAP.snp.bgz
C3_PANCREAS_ADENO_DUCTAL_EXALLC	FinnGen_C3_PANCREAS_ADENO_DUCTAL_EXALLC_104	104	Adenocarcinoma and ductal carcinoma of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1033	731.0	345118	1	0.0	0.99427	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_PANCREAS_ADENO_DUCTAL_EXALLC.FINEMAP.snp.bgz
C3_PANCREAS_EXALLC	FinnGen_C3_PANCREAS_EXALLC_105	105	Malignant neoplasm of pancreas (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1992	1626.0	345118	6	3.0	1.0288	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_PANCREAS_EXALLC.FINEMAP.snp.bgz
C3_RECTUM_ADENO	FinnGen_C3_RECTUM_ADENO_106	106	Adenocarcinoma and papilloma adenocarcinoma of rectum	II Neoplasms, from cancer register (ICD-O-3)	3194	2437.0	450539	9	5.0	1.031	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_ADENO.FINEMAP.snp.bgz
C3_RECTUM_ADENO_MUCINO_EXALLC	FinnGen_C3_RECTUM_ADENO_MUCINO_EXALLC_107	107	Adenocarcinoma, papilloma adenocarcinoma and mucinous carcinomas of rectum (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3328	2545.0	345118	10	8.0	1.0416	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_ADENO_MUCINO_EXALLC.FINEMAP.snp.bgz
C3_RECTUM_EXALLC	FinnGen_C3_RECTUM_EXALLC_108	108	Malignant neoplasm of rectum (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3213	2490.0	345118	10	5.0	1.0398	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_RECTUM_EXALLC.FINEMAP.snp.bgz
C3_SKIN_EXALLC	FinnGen_C3_SKIN_EXALLC_109	109	Malignant neoplasm of skin (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	27435	22271.0	345118	108	91.0	1.1232	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SKIN_EXALLC.FINEMAP.snp.bgz
C3_SMALL_INTESTINE_EXALLC	FinnGen_C3_SMALL_INTESTINE_EXALLC_110	110	Malignant neoplasm of small intestine (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	658	525.0	345118	4	1.0	0.9377	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SMALL_INTESTINE_EXALLC.FINEMAP.snp.bgz
C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC	FinnGen_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC_111	111	Neuroendocrine tumor and carcinoma of small intestine (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	410	323.0	345118	7	4.0	0.8596	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SMALL_INTESTINE_NEUROENDOCRINE_EXALLC.FINEMAP.snp.bgz
C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC	FinnGen_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC_112	112	Squamous cell neoplasms and carcinomas of the skin (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	4078	3531.0	345118	12	13.0	1.0612	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_SQUOMOUS_CELL_CARCINOMA_SKIN_EXALLC.FINEMAP.snp.bgz
C3_STOMACH_ADENO_EXALLC	FinnGen_C3_STOMACH_ADENO_EXALLC_113	113	Adenocarcinoma and papillary adenocarcinoma of stomach (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	956	792.0	345118	4	2.0	0.986	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_STOMACH_ADENO_EXALLC.FINEMAP.snp.bgz
C3_STOMACH_EXALLC	FinnGen_C3_STOMACH_EXALLC_114	114	Malignant neoplasm of stomach (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1741	1423.0	345118	2	3.0	1.0195	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_STOMACH_EXALLC.FINEMAP.snp.bgz
C3_TESTIS_EXALLC	FinnGen_C3_TESTIS_EXALLC_115	115	Malignant neoplasm of testis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	536	426.0	143624	3	1.0	0.91509	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_EXALLC.FINEMAP.snp.bgz
C3_TESTIS_NONSEMINOMA_EXALLC	FinnGen_C3_TESTIS_NONSEMINOMA_EXALLC_116	116	Non-seminoma of testis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	192	173.0	143624	2	0.0	0.67594	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_NONSEMINOMA_EXALLC.FINEMAP.snp.bgz
C3_TESTIS_SEMINOMA_EXALLC	FinnGen_C3_TESTIS_SEMINOMA_EXALLC_117	117	Seminoma of testis (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	311	286.0	143624	2	2.0	0.80476	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_TESTIS_SEMINOMA_EXALLC.FINEMAP.snp.bgz
C3_THYROID_GLAND_EXALLC	FinnGen_C3_THYROID_GLAND_EXALLC_118	118	Malignant neoplasm of thyroid gland (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	2311	1907.0	345118	20	14.0	1.0394	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_THYROID_GLAND_EXALLC.FINEMAP.snp.bgz
C3_THYROID_PAPILLARY_ADENO_EXALLC	FinnGen_C3_THYROID_PAPILLARY_ADENO_EXALLC_119	119	Papillary adenocarcinoma of thyroid gland (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	1741	1472.0	345118	17	15.0	1.029	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_THYROID_PAPILLARY_ADENO_EXALLC.FINEMAP.snp.bgz
C3_URINARY_TRACT_EXALLC	FinnGen_C3_URINARY_TRACT_EXALLC_120	120	Malignant neoplasm of urinary organs (controls excluding all cancers)	II Neoplasms, from cancer register (ICD-O-3)	3318	2619.0	345118	10	5.0	1.0403	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_C3_URINARY_TRACT_EXALLC.FINEMAP.snp.bgz
CAMPYLOENTERITIS	FinnGen_CAMPYLOENTERITIS_121	121	Campylobacter enteritis	I Certain infectious and parasitic diseases (AB1_)	850	769.0	446913	2	2.0	0.97067	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CAMPYLOENTERITIS.FINEMAP.snp.bgz
CARDIAC_ARRHYTM	FinnGen_CARDIAC_ARRHYTM_122	122	Cardiac arrhythmias	Comorbidities of COPD	82200	74000.0	264612	102	93.0	1.1573	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CARDIAC_ARRHYTM.FINEMAP.snp.bgz
CD2_BENIGN_ADRENAL	FinnGen_CD2_BENIGN_ADRENAL_123	123	Benign neoplasm: Adrenal gland	II Neoplasms from hospital discharges (CD2_)	2238	1959.0	451495	4	2.0	1.0218	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ADRENAL.FINEMAP.snp.bgz
CD2_BENIGN_APPENDIX	FinnGen_CD2_BENIGN_APPENDIX_124	124	Benign neoplasm: Appendix	II Neoplasms from hospital discharges (CD2_)	310	273.0	453423	3	5.0	0.78256	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_APPENDIX.FINEMAP.snp.bgz
CD2_BENIGN_ASCENDING_COLON	FinnGen_CD2_BENIGN_ASCENDING_COLON_125	125	Benign neoplasm: Ascending colon	II Neoplasms from hospital discharges (CD2_)	4063	3504.0	449670	1	2.0	1.0377	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ASCENDING_COLON.FINEMAP.snp.bgz
CD2_BENIGN_BLADDER	FinnGen_CD2_BENIGN_BLADDER_126	126	Benign neoplasm: Bladder	II Neoplasms from hospital discharges (CD2_)	286	261.0	453447	1	1.0	0.77043	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BLADDER.FINEMAP.snp.bgz
CD2_BENIGN_BONE_CARTILAGE	FinnGen_CD2_BENIGN_BONE_CARTILAGE_127	127	Benign neoplasm of bone and articular cartilage	II Neoplasms from hospital discharges (CD2_)	2965	2629.0	450768	1	2.0	1.0129	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BONE_CARTILAGE.FINEMAP.snp.bgz
CD2_BENIGN_BONE_LONG_LOWER	FinnGen_CD2_BENIGN_BONE_LONG_LOWER_128	128	Benign neoplasm: Long bones of lower limb	II Neoplasms from hospital discharges (CD2_)	1081	949.0	452652	1	0.0	0.99165	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BONE_LONG_LOWER.FINEMAP.snp.bgz
CD2_BENIGN_BRAIN_CNS	FinnGen_CD2_BENIGN_BRAIN_CNS_129	129	Benign neoplasm of brain and other parts of central nervous system	II Neoplasms from hospital discharges (CD2_)	2147	1917.0	451586	2	1.0	1.0205	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BRAIN_CNS.FINEMAP.snp.bgz
CD2_BENIGN_BREAST	FinnGen_CD2_BENIGN_BREAST_130	130	Benign neoplasm of breast	II Neoplasms from hospital discharges (CD2_)	4271	3875.0	250347	4	3.0	1.0406	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_BREAST.FINEMAP.snp.bgz
CD2_BENIGN_CAECUM	FinnGen_CD2_BENIGN_CAECUM_131	131	Benign neoplasm: Caecum	II Neoplasms from hospital discharges (CD2_)	3121	2728.0	450612	2	1.0	1.0406	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CAECUM.FINEMAP.snp.bgz
CD2_BENIGN_CHOROID	FinnGen_CD2_BENIGN_CHOROID_132	132	Benign neoplasm: Choroid	II Neoplasms from hospital discharges (CD2_)	1764	1483.0	451969	3	2.0	1.0135	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CHOROID.FINEMAP.snp.bgz
CD2_BENIGN_COLON	FinnGen_CD2_BENIGN_COLON_133	133	Benign neoplasm: Colon	II Neoplasms from hospital discharges (CD2_)	20424	18019.0	433309	19	12.0	1.0882	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLON.FINEMAP.snp.bgz
CD2_BENIGN_COLON_NOS	FinnGen_CD2_BENIGN_COLON_NOS_134	134	Benign neoplasm: Colon, unspecified	II Neoplasms from hospital discharges (CD2_)	8548	7635.0	445185	5	4.0	1.0588	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLON_NOS.FINEMAP.snp.bgz
CD2_BENIGN_COLORECANI	FinnGen_CD2_BENIGN_COLORECANI_135	135	Benign neoplasm of colon, rectum, anus and anal canal	II Neoplasms from hospital discharges (CD2_)	25190	22254.0	428543	25	20.0	1.0937	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_COLORECANI.FINEMAP.snp.bgz
CD2_BENIGN_CRANIAL_NERVE	FinnGen_CD2_BENIGN_CRANIAL_NERVE_136	136	Benign neoplasm: Cranial nerves	II Neoplasms from hospital discharges (CD2_)	870	774.0	452863	4	1.0	0.97526	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_CRANIAL_NERVE.FINEMAP.snp.bgz
CD2_BENIGN_DESCENDING_COLON	FinnGen_CD2_BENIGN_DESCENDING_COLON_137	137	Benign neoplasm: Descending colon	II Neoplasms from hospital discharges (CD2_)	1958	1721.0	451775	1	1.0	1.0272	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_DESCENDING_COLON.FINEMAP.snp.bgz
CD2_BENIGN_DIGESTIVE_NOS	FinnGen_CD2_BENIGN_DIGESTIVE_NOS_138	138	Benign neoplasm: Ill-defined sites within the digestive system	II Neoplasms from hospital discharges (CD2_)	182	163.0	453551	2	2.0	0.65841	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_DIGESTIVE_NOS.FINEMAP.snp.bgz
CD2_BENIGN_EAR_RESP	FinnGen_CD2_BENIGN_EAR_RESP_139	139	Benign neoplasm of middle ear and respiratory system	II Neoplasms from hospital discharges (CD2_)	2736	2485.0	450997	1	0.0	1.0225	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_EAR_RESP.FINEMAP.snp.bgz
CD2_BENIGN_ENDOCRINE_OTH	FinnGen_CD2_BENIGN_ENDOCRINE_OTH_140	140	Benign neoplasm of other and unspecified endocrine glands	II Neoplasms from hospital discharges (CD2_)	4322	3855.0	449411	6	4.0	1.0297	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_ENDOCRINE_OTH.FINEMAP.snp.bgz
CD2_BENIGN_FEMALE_GEN_OTH	FinnGen_CD2_BENIGN_FEMALE_GEN_OTH_141	141	Benign neoplasm of other and unspecified female genital organs	II Neoplasms from hospital discharges (CD2_)	1393	1261.0	253225	1	2.0	1.003	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_FEMALE_GEN_OTH.FINEMAP.snp.bgz
CD2_BENIGN_HEART	FinnGen_CD2_BENIGN_HEART_142	142	Benign neoplasm: Heart	II Neoplasms from hospital discharges (CD2_)	99	87.0	453634	2	2.0	0.50117	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_HEART.FINEMAP.snp.bgz
CD2_BENIGN_LEIOMYOMA_UTERI	FinnGen_CD2_BENIGN_LEIOMYOMA_UTERI_143	143	Leiomyoma of uterus	II Neoplasms from hospital discharges (CD2_)	37952	34422.0	216666	128	119.0	1.1401	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LEIOMYOMA_UTERI.FINEMAP.snp.bgz
CD2_BENIGN_LIPOMATOUS	FinnGen_CD2_BENIGN_LIPOMATOUS_144	144	Benign lipomatous neoplasm	II Neoplasms from hospital discharges (CD2_)	11458	10276.0	442275	9	7.0	1.0436	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LIPOMATOUS.FINEMAP.snp.bgz
CD2_BENIGN_LIPO_NOS	FinnGen_CD2_BENIGN_LIPO_NOS_145	145	Benign lipomatous neoplasm of other sites/unspecified	II Neoplasms from hospital discharges (CD2_)	3043	2788.0	450690	1	1.0	1.0245	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LIPO_NOS.FINEMAP.snp.bgz
CD2_BENIGN_LIPO_SKIN_LIMBS	FinnGen_CD2_BENIGN_LIPO_SKIN_LIMBS_146	146	Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs	II Neoplasms from hospital discharges (CD2_)	2606	2344.0	451127	2	2.0	1.0208	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LIPO_SKIN_LIMBS.FINEMAP.snp.bgz
CD2_BENIGN_LIPO_SKIN_NOS	FinnGen_CD2_BENIGN_LIPO_SKIN_NOS_147	147	Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites	II Neoplasms from hospital discharges (CD2_)	221	205.0	453512	1	0.0	0.70027	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LIPO_SKIN_NOS.FINEMAP.snp.bgz
CD2_BENIGN_LIPO_SKIN_TRUNK	FinnGen_CD2_BENIGN_LIPO_SKIN_TRUNK_148	148	Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk	II Neoplasms from hospital discharges (CD2_)	4616	4094.0	449117	5	3.0	1.0339	https://storage.googleapis.com/finngen-public-data-r11/finemap/full/finemap/finngen_R11_CD2_BENIGN_LIPO_SKIN_TRUNK.FINEMAP.snp.bgz
